설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치년월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명,
창녕군 창녕군장애인종합복지관,2층 로비,경상남도,창녕군,서민·복지시설,LGU+,Public WiFi Free,,경상남도 창녕군 창녕읍 탐하로 244,,경상남도 창녕군청,055-530-1255,35.528198,128.495334,2018-02-13,5410000,경상남도 창녕군,
창녕군 창녕시외버스터미널,대합실,경상남도,창녕군,교통시설,LGU+,Public WiFi Free,,경상남도 창녕군 창녕읍 창녕대로 11,,경상남도 창녕군청,055-530-1255,35.542146,128.490342,2018-02-13,5410000,경상남도 창녕군,
창녕군 남지시외버스터미널,대합실,경상남도,창녕군,교통시설,LGU+,Public WiFi Free,,경상남도 창녕군 남지읍 동포옛길 25,,경상남도 창녕군청,055-530-1255,35.391424,128.484129,2018-02-13,5410000,경상남도 창녕군,
창녕군 보건소,2층 복도,경상남도,창녕군,관공서,LGU+,Public WiFi Free,,경상남도 창녕군 창녕읍 우포2로 1189-35,,경상남도 창녕군청,055-530-1255,35.531276,128.501613,2018-02-13,5410000,경상남도 창녕군,
창녕군 보건소,3층 복도,경상남도,창녕군,관공서,LGU+,Public WiFi Free,,경상남도 창녕군 창녕읍 우포2로 1189-35,,경상남도 창녕군청,055-530-1255,35.531276,128.501613,2018-02-13,5410000,경상남도 창녕군,
창녕군 영산노인복지관,1층 복도,경상남도,창녕군,서민·복지시설,LGU+,Public WiFi Free,,경상남도 창녕군 영산면 원다리길 27,,경상남도 창녕군청,055-530-1255,35.452495,128.528538,2018-02-13,5410000,경상남도 창녕군,
창녕군 영산노인복지관,2층 복도,경상남도,창녕군,서민·복지시설,LGU+,Public WiFi Free,,경상남도 창녕군 영산면 원다리길 27,,경상남도 창녕군청,055-530-1255,35.452495,128.528538,2018-02-13,5410000,경상남도 창녕군,
창녕군 영산시외버스터미널,대합실,경상남도,창녕군,교통시설,LGU+,Public WiFi Free,,경상남도 창녕군 영산면 연지길 7,,경상남도 창녕군청,055-530-1255,35.456483,128.527234,2018-02-13,5410000,경상남도 창녕군,
창녕군 산토끼노래동산,1층 상영관 앞,경상남도,창녕군,지역문화시설,LGU+,Public WiFi Free,,경상남도 창녕군 이방면 안리 739,,경상남도 창녕군청,055-530-1255,35.577866,128.382058,2018-02-13,5410000,경상남도 창녕군,
창녕군 산토끼노래동산,1층 전시관 안,경상남도,창녕군,지역문화시설,LGU+,Public WiFi Free,,경상남도 창녕군 이방면 안리 739,,경상남도 창녕군청,055-530-1255,35.577866,128.382058,2018-02-13,5410000,경상남도 창녕군,
창녕군 산토끼노래동산,2층 천정,경상남도,창녕군,지역문화시설,LGU+,Public WiFi Free,,경상남도 창녕군 이방면 안리 739,,경상남도 창녕군청,055-530-1255,35.577866,128.382058,2018-02-13,5410000,경상남도 창녕군,
창녕군 영산도서관,자료실,경상남도,창녕군,관공서,KT,Youngsan_2F_1,2018-01,경상남도 창녕군 영산면 원다리길 34,경상남도 창녕군 영산면 동리 271-4,경상남도 창녕군청,055-530-1931,35.452744,128.530534,2018-02-13,5410000,경상남도 창녕군,
창녕군 영산도서관,열람실,경상남도,창녕군,관공서,KT,Youngsan_1F_2,2018-01,경상남도 창녕군 영산면 원다리길 34,경상남도 창녕군 영산면 동리 271-4,경상남도 창녕군청,055-530-1931,35.452744,128.530534,2018-02-13,5410000,경상남도 창녕군,
창녕군 영산도서관,1층 로비,경상남도,창녕군,관공서,KT,Youngsan_1F_1,2018-01,경상남도 창녕군 영산면 원다리길 34,경상남도 창녕군 영산면 동리 271-4,경상남도 창녕군청,055-530-1931,35.452744,128.530534,2018-02-13,5410000,경상남도 창녕군,
창녕군 영산도서관,2층 로비,경상남도,창녕군,관공서,KT,Youngsan_2F_2,2018-01,경상남도 창녕군 영산면 원다리길 35,경상남도 창녕군 영산면 동리 271-5,경상남도 창녕군청,055-530-1931,35.452744,128.530534,2018-02-13,5410000,경상남도 창녕군,
창녕군 보건소,1층 로비,경상남도,창녕군,관공서,LGU+,Public WiFi Free,,경상남도 창녕군 창녕읍 우포2로 1189-35,,경상남도 창녕군청,055-530-1255,35.531276,128.501613,2018-02-13,5410000,경상남도 창녕군,
창녕군 문화예술회관,대공연장,경상남도,창녕군,관공서,KT,,,경상남도 창녕군 창녕읍 우포2로 1189-25,,경상남도 창녕군청,055-530-1251,35.544824,128.490179,2018-02-13,5410000,경상남도 창녕군,
창녕군 문화예술회관,소공연장,경상남도,창녕군,관공서,KT,,,경상남도 창녕군 창녕읍 우포2로 1189-25,,경상남도 창녕군청,055-530-1251,35.544824,128.490179,2018-02-13,5410000,경상남도 창녕군,
창녕군 문화예술회관,전시실,경상남도,창녕군,관공서,KT,,,경상남도 창녕군 창녕읍 우포2로 1189-25,,경상남도 창녕군청,055-530-1251,35.544824,128.490179,2018-02-13,5410000,경상남도 창녕군,
창녕읍사무소,민원실,경상남도,창녕군,관공서,KT,smart_changnyeong,,경상남도 창녕군 창녕읍 종로 38-9,,경상남도 창녕군청,055-530-1255,35.541289,128.500795,2018-02-13,5410000,경상남도 창녕군,
남지읍사무소,민원실,경상남도,창녕군,관공서,KT,smart_changnyeong,,경상남도 창녕군 남지읍 낙동로 483,,경상남도 창녕군청,055-530-1255,35.389042,128.477161,2018-02-13,5410000,경상남도 창녕군,
고암면사무소,민원실,경상남도,창녕군,관공서,KT,smart_changnyeong,,경상남도 창녕군 고암면 고암성산대로 8,,경상남도 창녕군청,055-530-1255,35.576386,128.511089,2018-02-13,5410000,경상남도 창녕군,
성산면사무소,민원실,경상남도,창녕군,관공서,KT,smart_changnyeong,,경상남도 창녕군 성산면 이천길 6,,경상남도 창녕군청,055-530-1255,35.628778,128.494006,2018-02-13,5410000,경상남도 창녕군,
대합면사무소,민원실,경상남도,창녕군,관공서,KT,smart_changnyeong,,경상남도 창녕군 대합면 도장골길 5,,경상남도 창녕군청,055-530-1255,35.613637,128.472103,2018-02-13,5410000,경상남도 창녕군,
이방면사무소,민원실,경상남도,창녕군,관공서,KT,smart_changnyeong,,경상남도 창녕군 이방면 이방로 639,,경상남도 창녕군청,055-530-1255,35.577136,128.387859,2018-02-13,5410000,경상남도 창녕군,
대지면사무소,민원실,경상남도,창녕군,관공서,KT,smart_changnyeong,,경상남도 창녕군 대지면 우포2로 975,,경상남도 창녕군청,055-530-1255,35.555696,128.468606,2018-02-13,5410000,경상남도 창녕군,
계성면사무소,민원실,경상남도,창녕군,관공서,KT,smart_changnyeong,,경상남도 창녕군 계성면 영산계성로 256,,경상남도 창녕군청,055-530-1255,35.468785,128.512903,2018-02-13,5410000,경상남도 창녕군,
영산면사무소,민원실,경상남도,창녕군,관공서,KT,smart_changnyeong,,경상남도 창녕군 영산면 로터리길 15,,경상남도 창녕군청,055-530-1255,35.453595,128.527881,2018-02-13,5410000,경상남도 창녕군,
장마면사무소,민원실,경상남도,창녕군,관공서,KT,smart_changnyeong,,경상남도 창녕군 장마면 강리길 23,,경상남도 창녕군청,055-530-1255,35.458155,128.472935,2018-02-13,5410000,경상남도 창녕군,
도천면사무소,민원실,경상남도,창녕군,관공서,KT,smart_changnyeong,,경상남도 창녕군 도천면 도천3길 5,,경상남도 창녕군청,055-530-1255,35.435101,128.518102,2018-02-13,5410000,경상남도 창녕군,
길곡면사무소,민원실,경상남도,창녕군,관공서,KT,smart_changnyeong,,경상남도 창녕군 길곡면 증산2길 19,,경상남도 창녕군청,055-530-1255,35.386991,128.569015,2018-02-13,5410000,경상남도 창녕군,
부곡면사무소,민원실,경상남도,창녕군,관공서,KT,smart_changnyeong,,경상남도 창녕군 부곡면 부곡로 65,,경상남도 창녕군청,055-530-1255,35.434792,128.602898,2018-02-13,5410000,경상남도 창녕군,
우포늪 광장,생태관 뒷편,경상남도,창녕군,관공서,KT,Changnyeong,,경상남도 창녕군 유어면 우포늪길 218,경상남도 창녕군 유어면 세진리 232-1,경상남도 창녕군청,055-530-1255,35.546049,128.418562,2018-02-13,5410000,경상남도 창녕군,
우포늪 광장,생태관 앞편,경상남도,창녕군,관공서,KT,Changnyeong,,경상남도 창녕군 유어면 우포늪길 218,경상남도 창녕군 유어면 세진리 232-1,경상남도 창녕군청,055-530-1255,35.546049,128.418562,2018-02-13,5410000,경상남도 창녕군,
우포늪 광장,기념품 판매점,경상남도,창녕군,관공서,KT,Changnyeong,,경상남도 창녕군 유어면 우포늪길 218,경상남도 창녕군 유어면 세진리 232-1,경상남도 창녕군청,055-530-1255,35.546049,128.418562,2018-02-13,5410000,경상남도 창녕군,
우포늪 광장,안내소 앞,경상남도,창녕군,관공서,KT,Changnyeong,,경상남도 창녕군 유어면 우포늪길 218,경상남도 창녕군 유어면 세진리 232-1,경상남도 창녕군청,055-530-1255,35.546049,128.418562,2018-02-13,5410000,경상남도 창녕군,
우포늪 광장,주차장1,경상남도,창녕군,관공서,KT,Changnyeong,,경상남도 창녕군 유어면 우포늪길 218,경상남도 창녕군 유어면 세진리 232-1,경상남도 창녕군청,055-530-1255,35.546049,128.418562,2018-02-13,5410000,경상남도 창녕군,
유어면사무소,민원실,경상남도,창녕군,관공서,KT,smart_changnyeong,,경상남도 창녕군 유어면 우포1대로 583,,경상남도 창녕군청,055-530-1255,35.508038,128.411138,2018-02-13,5410000,경상남도 창녕군,
우포늪 광장,주차장2,경상남도,창녕군,관공서,KT,Changnyeong,,경상남도 창녕군 유어면 우포늪길 218,경상남도 창녕군 유어면 세진리 232-1,경상남도 창녕군청,055-530-1255,35.546049,128.418562,2018-02-13,5410000,경상남도 창녕군,
우포늪 생태관,1층 로비,경상남도,창녕군,관공서,KT,Changnyeong,,경상남도 창녕군 유어면 우포늪길 218,경상남도 창녕군 유어면 세진리 232-1,경상남도 창녕군청,055-530-1255,35.546049,128.418562,2018-02-13,5410000,경상남도 창녕군,
우포늪 생태관,2층 강당,경상남도,창녕군,관공서,KT,Changnyeong,,경상남도 창녕군 유어면 우포늪길 218,경상남도 창녕군 유어면 세진리 232-1,경상남도 창녕군청,055-530-1255,35.546049,128.418562,2018-02-13,5410000,경상남도 창녕군,
우포늪 생태관,2층 소장실,경상남도,창녕군,관공서,KT,Changnyeong,,경상남도 창녕군 유어면 우포늪길 218,경상남도 창녕군 유어면 세진리 232-1,경상남도 창녕군청,055-530-1255,35.546049,128.418562,2018-02-13,5410000,경상남도 창녕군,
우포늪 생태관,2층 체험관,경상남도,창녕군,관공서,KT,Changnyeong,,경상남도 창녕군 유어면 우포늪길 218,경상남도 창녕군 유어면 세진리 232-1,경상남도 창녕군청,055-530-1255,35.546049,128.418562,2018-02-13,5410000,경상남도 창녕군,
용산구청 청사,"민원실,용산구의회,보건소,아트홀",서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2010-03,서울특별시 용산구 녹사평대로 150,서울특별시 용산구 이태원동,서울특별시 용산구청,02-2199-6650,37.5325374,126.9904043,2017-04-17,3020000,서울특별시 용산구,
후암동주민센터,동주민센터 민원실,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2010-03,서울특별시 용산구 후암로 32-6,서울특별시 용산구 후암동,서울특별시 용산구청,02-2199-6650,37.5486983,126.9781517,2017-04-17,3020000,서울특별시 용산구,
후암동주민센터,동주민센터 북카페,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2010-03,서울특별시 용산구 후암로 32-6,서울특별시 용산구 후암동,서울특별시 용산구청,02-2199-6650,37.5486983,126.9781517,2017-04-17,3020000,서울특별시 용산구,
용산2가동주민센터,동주민센터 민원실 등,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2010-03,서울특별시 용산구 신흥로 90,서울특별시 용산구 용산동2가,서울특별시 용산구청,02-2199-6650,37.5460836,126.9855757,2017-04-17,3020000,서울특별시 용산구,
용산2가동주민센터,동주민센터 민원실 등,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2010-03,서울특별시 용산구 신흥로 90,서울특별시 용산구 용산동2가,서울특별시 용산구청,02-2199-6650,37.5460836,126.9855757,2017-04-17,3020000,서울특별시 용산구,
남영동주민센터,동주민센터 민원실 등,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2010-03,서울특별시 용산구 두텁바위로 25,서울특별시 용산구 갈월동,서울특별시 용산구청,02-2199-6650,37.5457756,126.9747885,2017-04-17,3020000,서울특별시 용산구,
남영동주민센터,동주민센터 민원실 등,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2010-03,서울특별시 용산구 두텁바위로 25,서울특별시 용산구 갈월동,서울특별시 용산구청,02-2199-6650,37.5457756,126.9747885,2017-04-17,3020000,서울특별시 용산구,
청파동주민센터,동주민센터 민원실 등,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2010-03,서울특별시 용산구 청파로49길 6,서울특별시 용산구 청파동2가,서울특별시 용산구청,02-2199-6650,37.5454969,126.9698888,2017-04-17,3020000,서울특별시 용산구,
청파동주민센터,동주민센터 민원실 등,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2010-03,서울특별시 용산구 청파로49길 6,서울특별시 용산구 청파동2가,서울특별시 용산구청,02-2199-6650,37.5454969,126.9698888,2017-04-17,3020000,서울특별시 용산구,
원효로1동주민센터,동주민센터 민원실 등,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2010-03,서울특별시 용산구 백범로 350,서울특별시 용산구 문배동,서울특별시 용산구청,02-2199-6650,37.5372502,126.9676268,2017-04-17,3020000,서울특별시 용산구,
원효로1동주민센터,동주민센터 민원실 등,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2010-03,서울특별시 용산구 백범로 350,서울특별시 용산구 문배동,서울특별시 용산구청,02-2199-6650,37.5372502,126.9676268,2017-04-17,3020000,서울특별시 용산구,
원효로2동주민센터,동주민센터 민원실 등,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2010-03,서울특별시 용산구 효창원로8길 3,서울특별시 용산구 산천동,서울특별시 용산구청,02-2199-6650,37.5343715,126.9515341,2017-04-17,3020000,서울특별시 용산구,
원효로2동주민센터,동주민센터 민원실 등,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2010-03,서울특별시 용산구 효창원로8길 3,서울특별시 용산구 산천동,서울특별시 용산구청,02-2199-6650,37.5343715,126.9515341,2017-04-17,3020000,서울특별시 용산구,
용문동주민센터,동주민센터 민원실 등,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2010-03,서울특별시 용산구 새창로12길 13,서울특별시 용산구 도원동,서울특별시 용산구청,02-2199-6650,37.5389549,126.9575847,2017-04-17,3020000,서울특별시 용산구,
용문동주민센터,동주민센터 민원실 등,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2010-03,서울특별시 용산구 새창로12길 13,서울특별시 용산구 도원동,서울특별시 용산구청,02-2199-6650,37.5389549,126.9575847,2017-04-17,3020000,서울특별시 용산구,
한강로동주민센터,동주민센터 민원실,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2010-03,서울특별시 용산구 한강대로38길 28,서울특별시 용산구 한강로2가,서울특별시 용산구청,02-2199-6650,37.5281456,126.9692295,2017-04-17,3020000,서울특별시 용산구,
한강로동주민센터,동주민센터 교육장,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2010-03,서울특별시 용산구 한강대로38길 28,서울특별시 용산구 한강로2가,서울특별시 용산구청,02-2199-6650,37.5281456,126.9692295,2017-04-17,3020000,서울특별시 용산구,
이촌1동주민센터,동주민센터 민원실,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2010-03,서울특별시 용산구 이촌로71길 24,서울특별시 용산구 이촌동,서울특별시 용산구청,02-2199-6650,37.5212107,126.9732836,2017-04-17,3020000,서울특별시 용산구,
이촌1동주민센터,동주민센터 민원실,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2011-12,서울특별시 용산구 이촌로71길 24,서울특별시 용산구 이촌동,서울특별시 용산구청,02-2199-6650,37.5212107,126.9732836,2017-04-17,3020000,서울특별시 용산구,
이촌2동주민센터,동주민센터 민원실,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2011-12,서울특별시 용산구 이촌로18길 20,서울특별시 용산구 이촌동,서울특별시 용산구청,02-2199-6650,37.5262837,126.9546592,2017-04-17,3020000,서울특별시 용산구,
이촌2동주민센터,동주민센터 민원실,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2011-12,서울특별시 용산구 이촌로18길 20,서울특별시 용산구 이촌동,서울특별시 용산구청,02-2199-6650,37.5262837,126.9546592,2017-04-17,3020000,서울특별시 용산구,
이태원1동주민센터,동주민센터 민원실,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2011-12,서울특별시 용산구 보광로 104-6,서울특별시 용산구 이태원동,서울특별시 용산구청,02-2199-6650,37.5325151,126.9950631,2017-04-17,3020000,서울특별시 용산구,
이태원1동주민센터,동주민센터 민원실,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2011-12,서울특별시 용산구 보광로 104-6,서울특별시 용산구 이태원동,서울특별시 용산구청,02-2199-6650,37.5325151,126.9950631,2017-04-17,3020000,서울특별시 용산구,
이태원2동주민센터,동주민센터 민원실,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2011-12,서울특별시 용산구 회나무로13길 58,서울특별시 용산구 이태원동,서울특별시 용산구청,02-2199-6650,37.5418971,126.9901935,2017-04-17,3020000,서울특별시 용산구,
이태원2동주민센터,동주민센터 민원실,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2011-12,서울특별시 용산구 회나무로13길 58,서울특별시 용산구 이태원동,서울특별시 용산구청,02-2199-6650,37.5418971,126.9901935,2017-04-17,3020000,서울특별시 용산구,
한남동주민센터,동주민센터 민원실,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2011-12,서울특별시 용산구 대사관로5길 1,서울특별시 용산구 한남동,서울특별시 용산구청,02-2199-6650,37.5387512,127.000488,2017-04-17,3020000,서울특별시 용산구,
한남동주민센터,동주민센터 교육장,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2011-12,서울특별시 용산구 대사관로5길 1,서울특별시 용산구 한남동,서울특별시 용산구청,02-2199-6650,37.5387512,127.000488,2017-04-17,3020000,서울특별시 용산구,
서빙고동주민센터,동주민센터 민원실,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2011-12,서울특별시 용산구 서빙고로 279,서울특별시 용산구 서빙고동,서울특별시 용산구청,02-2199-6650,37.5204758,126.9946769,2017-04-17,3020000,서울특별시 용산구,
서빙고동주민센터,동주민센터 민원실,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2011-12,서울특별시 용산구 서빙고로 279,서울특별시 용산구 서빙고동,서울특별시 용산구청,02-2199-6650,37.5204758,126.9946769,2017-04-17,3020000,서울특별시 용산구,
서빙고동주민센터,동주민센터 휴카페,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2011-12,서울특별시 용산구 서빙고로 279,서울특별시 용산구 서빙고동,서울특별시 용산구청,02-2199-6650,37.5204758,126.9946769,2017-04-17,3020000,서울특별시 용산구,
서빙고동주민센터,동주민센터 북카페,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2011-12,서울특별시 용산구 서빙고로 279,서울특별시 용산구 서빙고동,서울특별시 용산구청,02-2199-6650,37.5204758,126.9946769,2017-04-17,3020000,서울특별시 용산구,
보광동주민센터,동주민센터 민원실,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2011-12,서울특별시 용산구 장문로 95,서울특별시 용산구 보광동,서울특별시 용산구청,02-2199-6650,37.5263157,127.0001785,2017-04-17,3020000,서울특별시 용산구,
보광동주민센터,동주민센터 북카페,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2011-12,서울특별시 용산구 장문로 95,서울특별시 용산구 보광동,서울특별시 용산구청,02-2199-6650,37.5263157,127.0001785,2017-04-17,3020000,서울특별시 용산구,
보건분소,보건분소 민원실,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2011-12,서울특별시 용산구 백범로 329,서울특별시 용산구 원효로1가,서울특별시 용산구청,02-2199-6650,37.5387512,126.9659046,2017-04-17,3020000,서울특별시 용산구,
보건분소,보건분소 민원실,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2011-12,서울특별시 용산구 백범로 329,서울특별시 용산구 원효로1가,서울특별시 용산구청,02-2199-6650,37.5387512,126.9659046,2017-04-17,3020000,서울특별시 용산구,
청파도서관,도서관,서울특별시,용산구,관공서,용산구,PublicWiFi@YongSan,2011-12,서울특별시 용산구 청파로93길 27,서울특별시 용산구 서계동,서울특별시 용산구청,02-2199-6650,37.5539259,126.9675999,2017-04-17,3020000,서울특별시 용산구,
군산공설시장,공설시장 1~3층,전라북도,군산시,기타,"SK,KT,LG",Public WiFi Free,2013-12,전라북도 군산시 신금길18(신영동),전라북도 군산시 신영동18-1,전라북도 군산시청,063-454-2170,35.983466,126.720377,2018-07-25,4670000,전라북도 군산시,
옥산면사무소,민원실(1층),전라북도,군산시,관공서,"SK,KT,LG",Public WiFi Free,2015-12,전라북도 군산시 옥산면 산성로 200,전라북도 군산시 옥산면 옥산리 23-39,전라북도 군산시청,063-454-2170,35.939534,126.748245,2018-07-25,4670000,전라북도 군산시,
임피면사무소,민원실(1층),전라북도,군산시,관공서,"SK,KT,LG",Public WiFi Free,2015-12,전라북도 군산시 임피면 남상2길 1,전라북도 군산시 임피면 읍내리 216-1,전라북도 군산시청,063-454-2170,35.982495,126.850630,2018-07-25,4670000,전라북도 군산시,
성산면사무소,민원실(1층),전라북도,군산시,관공서,"SK,KT,LG",Public WiFi Free,2015-12,전라북도 군산시 성산면 송호로 222,전라북도 군산시 성산면 고봉리 283-2,전라북도 군산시청,063-454-2170,35.989680,126.785946,2018-07-25,4670000,전라북도 군산시,
나포면사무소,민원실(1층),전라북도,군산시,관공서,"SK,KT,LG",Public WiFi Free,2015-12,전라북도 군산시 나포면 나포초교길 9,전라북도 군산시 나포면 옥곤리 452,전라북도 군산시청,063-454-2170,36.030323,126.832078,2018-07-25,4670000,전라북도 군산시,
옥서면사무소,민원실(1층),전라북도,군산시,관공서,"SK,KT,LG",Public WiFi Free,2015-12,전라북도 군산시 옥서면 옥구저수지로209,전라북도 군산시 옥서면 옥봉리 56-4,전라북도 군산시청,063-454-2170,35.924514,126.644923,2018-07-25,4670000,전라북도 군산시,
옥구읍사무소,민원실(1층),전라북도,군산시,관공서,"SK,KT,LG",Public WiFi Free,2015-12,전라북도 군산시 옥구읍 옥구로 6,전라북도 군산시 옥구읍 선제리 98-11,전라북도 군산시청,063-454-2170,35.922936,126.685272,2018-07-25,4670000,전라북도 군산시,
회현면사무소,민원실(1층),전라북도,군산시,관공서,"SK,KT,LG",Public WiFi Free,2015-12,전라북도 군산시 회현로 181,전라북도 군산시 회현면 대정리 23,전라북도 군산시청,063-454-2170,35.913077,126.756953,2018-07-25,4670000,전라북도 군산시,
옥도면사무소,민원실(1층),전라북도,군산시,관공서,"SK,KT,LG",Public WiFi Free,2015-12,전라북도 군산시 내항2길 125,전라북도 군산시 금동 1-18,전라북도 군산시청,063-454-2170,35.993089,126.709977,2018-07-25,4670000,전라북도 군산시,
해신동주민센터,민원실(1층),전라북도,군산시,관공서,"SK,KT,LG",Public WiFi Free,2015-12,전라북도 군산시 중앙로 224,전라북도 군산시 금동 23-1,전라북도 군산시청,063-454-2170,35.989665,126.707015,2018-07-25,4670000,전라북도 군산시,
월명동주민센터,민원실(1층),전라북도,군산시,관공서,"SK,KT,LG",Public WiFi Free,2015-12,전라북도 군산시 구영6길 51,전라북도 군산시 월명동 2-1,전라북도 군산시청,063-454-2170,35.986415,126.709017,2018-07-25,4670000,전라북도 군산시,
삼학동주민센터,민원실(1층),전라북도,군산시,관공서,"SK,KT,LG",Public WiFi Free,2015-12,전라북도 군산시 미원로 17,전라북도 군산시 오룡동 827-1,전라북도 군산시청,063-454-2170,35.976949,126.707634,2018-07-25,4670000,전라북도 군산시,
나운1동주민센터,민원실(1층),전라북도,군산시,관공서,"SK,KT,LG",Public WiFi Free,2015-12,전라북도 군산시 신설3길 3,전라북도 군산시 나운동 790-1,전라북도 군산시청,063-454-2170,35.966785,126.694813,2018-07-25,4670000,전라북도 군산시,
나운2동주민센터,민원실(1층),전라북도,군산시,관공서,"SK,KT,LG",Public WiFi Free,2015-12,전라북도 군산시 나운3길16,전라북도 군산시 나운동 376-1,전라북도 군산시청,063-454-2170,35.964859,126.699617,2018-07-25,4670000,전라북도 군산시,
경암동주민센터,민원실(1~2층),전라북도,군산시,관공서,"SK,KT,LG",Public WiFi Free,2015-12,전라북도 군산시 경암3길 56,전라북도 군산시 경암동 636-37,전라북도 군산시청,063-454-2170,35.979636,126.729858,2018-07-25,4670000,전라북도 군산시,
구암동주민센터,민원실(1~2층),전라북도,군산시,관공서,"SK,KT,LG",Public WiFi Free,2015-12,전라북도 군산시 세풍길 21,전라북도 군산시 구암동 377,전라북도 군산시청,063-454-2170,35.985831,126.744022,2018-07-25,4670000,전라북도 군산시,
신풍동주민센터,민원실(1~2층),전라북도,군산시,관공서,"SK,KT,LG",Public WiFi Free,2015-12,전라북도 군산시 대학로 215,전라북도 군산시 문화동 919-2,전라북도 군산시청,063-454-2170,35.972885,126.700775,2018-07-25,4670000,전라북도 군산시,
조촌동주민센터,민원실(1~2층),전라북도,군산시,관공서,"SK,KT,LG",Public WiFi Free,2015-12,전라북도 군산시 조촌로 102,전라북도 군산시 조촌동 739-1,전라북도 군산시청,063-454-2170,35.973093,126.738088,2018-07-25,4670000,전라북도 군산시,
군산교육문화회관,도서실,전라북도,군산시,교육시설,"SK,KT,LG",Public WiFi Free,2015-12,전라북도 군산시 조촌4길 46,전라북도 군산시 조촌동 853,전라북도 군산교육청,063-450-3213,35.970676,126.736563,2018-07-25,4670000,전라북도 군산시,
군산미룡작은도서관,주민복지관2층,전라북도,군산시,지역문화시설,"SK,KT,LG",Public WiFi Free,2015-12,전라북도 군산시 미룡로 42,전라북도 군산시 미룡동 900-1,전라북도 군산시청,063-454-2170,35.940846,126.690616,2018-07-25,4670000,전라북도 군산시,
대야공공도서관,1층,전라북도,군산시,지역문화시설,"SK,KT,LG",Public WiFi Free,2015-12,전라북도 군산시 대야면 석화로 84,전라북도 군산시 대야면 산월리 549-3,전라북도 군산시청,063-454-2170,35.949172,126.819118,2018-07-25,4670000,전라북도 군산시,
개정면사무소,민원실(1층),전라북도,군산시,관공서,"SK,KT,LG",Public WiFi Free,2015-12,전라북도 군산시 개정면 바르메길 42,전라북도 군산시 개정면 발산리 86-9,전라북도 군산시청,063-454-2170,35.958385,126.796463,2018-07-25,4670000,전라북도 군산시,
금강노인복지관,복지관 1~3층,전라북도,군산시,서민·복지시설,"SK,KT,LG",Public WiFi Free,2015-12,전라북도 군산시 구암동 백릉로 245,전라북도 군산시 구암동 307-4,전라북도 군산시청,063-454-2170,35.980574,126.750529,2018-07-25,4670000,전라북도 군산시,
수송동주민센터,민원실(1층),전라북도,군산시,관공서,"SK,KT,LG",Public WiFi Free,2015-12,전라북도 군산시 동수송1길 7,전라북도 군산시 수송동 845-1,전라북도 군산시청,063-454-2170,35.964814,126.717632,2018-07-25,4670000,전라북도 군산시,
군산시미룡작은도서관,1층,전라북도,군산시,관공서,"SK,KT,LG",Public WiFi Free,2015-01,전라북도 군산시 미룡로42,전라북도 군산시 미룡동 900-1,전라북도 군산시청,063-454-2170,35.942436,126.690371,2018-07-25,4670000,전라북도 군산시,
