도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,
배방도서관,충청남도,아산시,공공도서관,"매주월요일,국가지정공휴일",08:00,24:00,08:00,24:00,08:00,24:00,216,103896,18,0,5,14,충청남도 아산시 배방읍 모산로 140-12,충청남도 아산시청,041-537-3956,1492,1490.76,http://asan.ascl.go.kr,36.7739300,127.0578380,2017-11-20,
둔포도서관,충청남도,아산시,공공도서관,"매주월요일,국가지정공휴일",09:00,24:00,09:00,24:00,09:00,24:00,89,97837,16,0,5,14,충청남도 아산시 둔포면 둔포중앙로 161번길 27-6,충청남도 아산시청,041-536-8595,1157,1015.21,http://asan.ascl.go.kr,36.9264030,127.0408900,2017-11-20,
남산도서관,충청남도,아산시,공공도서관,"매주월요일,국가지정공휴일",08:00,24:00,08:00,24:00,08:00,24:00,166,50867,11,0,5,14,충청남도 아산시 남산로 10,충청남도 아산시청,041-537-3976,,971,http://asan.ascl.go.kr,36.7818400,126.9957210,2017-11-20,
어린이도서관,충청남도,아산시,공공도서관,"매주월요일,국가지정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,0,87100,16,0,5,14,충청남도 아산시 시민로 500,충청남도 아산시청,041-536-8618,,673.78,http://asan.ascl.go.kr,36.7937090,127.0020990,2017-11-20,
탕정온샘도서관,충청남도,아산시,공공도서관,"매주월요일,국가지정공휴일",09:00,22:00,09:00,22:00,09:00,18:00,437,38548,19,685,5,14,충청남도 아산시 탕정면 한내로 209,충청남도 아산시청,041-536-8740,83810,2291,http://asan.ascl.go.kr,36.7943424,127.0551473,2017-11-20,
거제시립장평도서관,경상남도,거제시,공공도서관,"추석,설연휴",09:00,18:00,09:00,18:00,09:00,18:00,305,49250,33,229,5,14,경상남도 거제시 장평3로 10,경상남도 거제시청,055-639-3861,2300,1194,http://www.lib.geoje.go.kr,34.889423,128.609444,2017-11-20,
거제시립옥포도서관,경상남도,거제시,공공도서관,"추석,설연휴",09:00,18:00,09:00,18:00,09:00,18:00,198,51997,42,1148,5,14,경상남도 거제시 진목로 20,경상남도 거제시청,055-639-3881,3716,1159,http://www.lib.geoje.go.kr,34.897043,128.687551,2017-11-20,
거제시립장승포도서관,경상남도,거제시,공공도서관,"추석,설연휴",09:00,18:00,09:00,18:00,09:00,18:00,164,71088,29,2257,5,14,경상남도 거제시 신부로 36,경상남도 거제시청,055-639-3871,1461,857,http://www.lib.geoje.go.kr,34.869899,128.731335,2017-11-20,
거제시립수양도서관,경상남도,거제시,공공도서관,"추석,설연휴",09:00,18:00,09:00,18:00,09:00,18:00,250,31036,36,196,5,14,경상남도 거제시 제산로 5길 26,경상남도 거제시청,055-639-3891,4457,1153,http://www.lib.geoje.go.kr,34.887938,128.646270039,2017-11-20,
도곡2동 작은도서관,서울특별시,강남구,작은도서관,"토,일요일,법정공휴일",09:00,17:00,00:00,00:00,00:00,00:00,25,6387,0,0,5,14,서울특별시 강남구 남부순환로 378길 34-9(도곡2문화센터 1층)도곡동 518-8,서울특별시 강남구청,02-3423-7556,,34,http://library.gangnam.go.kr/,37.483699557,127.046415462,2017-11-20,
개포1동작은도서관,서울특별시,강남구,작은도서관,"토,일요일,법정공휴일",09:30,17:30,00:00,00:00,00:00,00:00,12,7820,0,0,5,14,서울특별시 강남구 개포로 310-17(개포1동 주민센터 2층)개포동660-7,서울특별시 강남구청,02-3423-7656,,33,http://library.gangnam.go.kr/,37.4819791691,127.057485472,2017-11-20,
개포4동작은도서관,서울특별시,강남구,작은도서관,"토,일요일,법정공휴일",09:00,17:30,00:00,00:00,00:00,00:00,8,7306,0,0,5,14,서울특별시 강남구 개포로 38길 12(개포4동 주민센터 2층)개포동121-4,서울특별시 강남구청,02-3423-7853,,33,http://library.gangnam.go.kr/,37.4788211208,127.051658321,2017-11-20,
일원본동 작은도서관,서울특별시,강남구,작은도서관,"토,일요일,법정공휴일",10:00,16:00,00:00,00:00,00:00,00:00,6,8843,0,0,5,14,서울특별시 강남구 광평로 126(일원본동 주민센터2층) 일원동 735-3,서울특별시 강남구청,02-3423-8263,,33,http://library.gangnam.go.kr/,37.4833778893,127.086480815,2017-11-20,
수서동 작은도서관,서울특별시,강남구,작은도서관,"토,일요일,법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,12,5535,0,0,5,14,서울특별시 강남구 광평로 301-4(수서동 주민센터 2층)수서동 718-2,서울특별시 강남구청,02-3723-8553,,33,http://library.gangnam.go.kr/,37.4889022876,127.104990424,2017-11-20,
일원1동 작은도서관,서울특별시,강남구,작은도서관,"토,일요일,법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,12,1122,0,0,5,14,서울특별시 강남구 양재대로55길 14 일원1동 주민센터 1층,서울특별시 강남구청,02-3423-8366,,33,http://library.gangnam.go.kr/,37.4918534272,127.088028437,2017-11-20,
도곡정보문화도서관,서울특별시,강남구,공공도서관,"첫째(셋째)월요일,일요일을 제외한법정공휴일",06:00,22:00,09:00,17:00,00:00,00:00,600,73680,86,1802,5,14,서울특별시 강남구 도곡로18길 57(도곡동 892-6),서울특별시 강남구청,02-2176-0780,,2930,http://library.gangnam.go.kr/,37.4883118354,127.038878675,2017-11-20,
논현도서관,서울특별시,강남구,공공도서관,"둘째(넷째)화요일,일요일을 제외한법정공휴일",06:00,22:00,09:00,17:00,00:00,00:00,190,51615,10,0,5,14,서울특별시 강남구 학동로43길 17 (논현2문화센터 6층),서울특별시 강남구청,02-3443-7650,1764,450,http://library.gangnam.go.kr/,37.5172779093,127.037187914,2017-11-20,
운암작은도서관,광주광역시,북구,작은도서관,매주 토·일요일,09:00,19:00,00:00,00:00,00:00,00:00,18,4000,0,0,3,7,광주광역시 북구 금호로 53-2(운암동),,,,89,,,,2017-09-21,
정다운도서관,서울특별시,강남구,공공도서관,"둘째(넷째)화요일,일요일을 제외한법정공휴일",06:00,22:00,09:00,17:00,00:00,00:00,84,49096,9,0,5,14,서울특별시 강남구 학동로67길 11 (청담평생학습관 3층),서울특별시 강남구청,02-512-9326,548,307,http://library.gangnam.go.kr/,37.5190982638,127.046441905,2017-11-20,
청담도서관,서울특별시,강남구,공공도서관,"첫째(셋째)월요일,일요일을 제외한법정공휴일",06:00,22:00,09:00,17:00,00:00,00:00,112,31761,10,0,5,14,서울특별시 강남구 압구정로79길 26 (청담1문화센터 7층),서울특별시 강남구청,02-540-7042,1179,348,http://cdlib.gangnam.go.kr/,37.5250905785,127.049291906,2017-11-20,
대치도서관,서울특별시,강남구,공공도서관,"둘째(넷째)화요일,일요일을 제외한법정공휴일",06:00,21:00,09:00,17:00,00:00,00:00,146,51460,10,0,5,14,서울특별시 강남구 삼성로 212 (은마상가 C블럭 2층),서울특별시 강남구청,02-565-6666,-,580,http://library.gangnam.go.kr/,37.4996164902,127.065917338,2017-11-20,
즐거운도서관,서울특별시,강남구,공공도서관,"첫째(셋째)월요일,일요일을 제외한법정공휴일",06:00,22:00,09:00,17:00,00:00,00:00,94,45400,10,0,5,14,서울특별시 강남구 도곡로77길 23 (대치4문화센터 4층),서울특별시 강남구청,02-565-7533,3261,325,http://library.gangnam.go.kr/,37.4997288383,127.057847391,2017-11-20,
행복한도서관,서울특별시,강남구,공공도서관,"둘째(넷째)화요일,일요일을 제외한법정공휴일",06:00,22:00,09:00,17:00,00:00,00:00,142,47223,9,0,5,14,서울특별시 강남구 영동대로65길 24 (대치2문화센터 3층),서울특별시 강남구청,02-567-3833,3261,434,http://library.gangnam.go.kr/,37.5023060444,127.064187116,2017-11-20,
역삼푸른솔도서관,서울특별시,강남구,공공도서관,"둘째(넷째)화요일,일요일을 제외한법정공휴일",06:00,22:00,09:00,17:00,00:00,00:00,193,38828,9,0,5,14,서울특별시 강남구 테헤란로8길 36 (강남문화원 4층),서울특별시 강남구청,02-2051-1178,-,568,http://library.gangnam.go.kr/,37.4964986405,127.032030008,2017-11-20,
역삼도서관,서울특별시,강남구,공공도서관,"첫째(셋째)월요일,일요일을 제외한법정공휴일",06:00,22:00,09:00,17:00,00:00,00:00,85,34337,8,473,5,14,서울특별시 강남구 역삼로7길 16 (역삼1문화센터 5층),서울특별시 강남구청,02-508-1139,-,396,http://library.gangnam.go.kr/,37.4953738379,127.033282484,2017-11-20,
논현정보도서관,서울특별시,강남구,작은도서관,"일요일, 법정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,22,16416,1,0,5,14,서울특별시 강남구 학동로 343 포바빌딩 지하2층,서울특별시 강남구청,02-6004-3984,491,169,http://library.gangnam.go.kr/,37.5174425658,127.040613146,2017-11-20,
열린도서관,서울특별시,강남구,작은도서관,"일요일,법정공휴일",09:00,21:00,09:00,17:00,00:00,00:00,30,26243,0,0,5,14,서울특별시 강남구 학동로 343 포바빌딩 지하2층,서울특별시 강남구청,02-6004-3970,-,188,http://library.gangnam.go.kr/,37.5174425658,127.040613146,2017-11-20,
삼성도서관,서울특별시,강남구,작은도서관,"둘째(넷째)화요일,일요일을 제외한법정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,64,21015,10,0,5,14,서울특별시 강남구 봉은사로 616 (삼성1동 주민센터 동관4층),서울특별시 강남구청,02-568-9984,-,96,http://library.gangnam.go.kr/,37.5143551262,127.062609352,2017-11-20,
월담작은도서관,강원도,영월군,공공도서관,매주월요일  국가지정공휴일,09:00,19:00,09:00,18:00,09:00,09:00,134,21042,8,288,5,14,강원도 영월군 영월읍 중리1길 10,강원도 영월군청,033-372-9123,1235,325,,37.178886,128.478129,2017-11-24,
주천도서관,강원도,영월군,공공도서관,"매주월요일, 국가지정공휴일",09:00,20:00,09:00,18:00,09:00,09:00,33,23392,0,0,3,14,강원도 영월군 주천면 주천로103,강원도 영월군청,033-374-7766,2049,694.8,,37.272096,128.269074,2017-11-24,
영월교육도서관,강원도,영월군,공공도서관,매주월요일  국가지정공휴일,08:00,23:00,09:00,18:00,09:00,09:00,188,92262,32,3767,5,14,강원도 영월군 영월읍 영월로 1914-7,강원도영월교육지원청,033-373-9314,1600,1454,http://lib.gwe.go.kr/ywlib,37.183637,128.461754,2017-11-24,
부산진구어린이청소년도서관,부산광역시,부산진구,공공도서관,"매주 월요일, 국가지정공휴일",09:00,22:00,09:00,22:00,09:00,18:00,173,18087,35,67,5,14,부산광역시 부산진구 백양순환로110번길 25,부산광역시 부산진구청,051-605-5801,,795.89,http://cylib.busanjin.go.kr,35.1690132,129.0396629,2017-04-18,
연지동작은도서관,부산광역시,부산진구,작은도서관,"매주 토요일·일요일, 국가지정공휴일",09:00,17:00,09:00,18:00,09:00,18:00,40,7479,0,0,3,14,부산광역시 부산진구 국악로 30,부산광역시 부산진구청,051-605-6579,,115.93,,35.1727752,129.0528545,2017-04-18,
양정1동작은도서관,부산광역시,부산진구,작은도서관,"매주 토요일·일요일, 국가지정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,32,9289,0,0,3,7,부산광역시 부산진구 동평로406번길 38,부산광역시 부산진구청,051-605-5861,,122.51,,35.1721368,129.0687365,2017-04-18,
양정2동작은도서관,부산광역시,부산진구,작은도서관,"매주 토요일·일요일, 국가지정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,40,6285,0,0,2,7,부산광역시 부산진구 양정로15번길 26,부산광역시 부산진구청,051-605-6627,,113.5,,35.1728816,129.0757379,2017-04-18,
거제시립하청도서관,경상남도,거제시,공공도서관,"추석,설연휴",09:00,18:00,09:00,18:00,09:00,18:00,165,18142,29,163,5,14,경상남도 거제시 제산로 5길 27,경상남도 거제시청,055-639-3891,1684,1097,http://www.lib.geoje.go.kr,34.955369,128.655301,2017-11-20,
참새미작은도서관,경상남도,거제시,작은도서관,"매주토,일요일, 공휴일",09:00,18:00,00:00,00:00,00:00,00:00,36,7665,0,0,3,14,경상남도 거제시 동상3길 26(거제면주민자치센터),경상남도 거제시 거제면주민자치센터,055-632-6452,1841,110,http://gw.re.kr/development/development07.jsp,34.8510924681,128.596057,2017-11-20,
글밭작은도서관,경상남도,거제시,작은도서관,"매주토,일요일, 공휴일",09:00,18:00,00:00,00:00,00:00,00:00,13,6277,0,0,3,14,경상남도 거제시 계룡로13길 6(거제시여성회관),경상남도 거제시 거제시여성단체협의회,055-636-3019,2550,75,,34.884291,128.619349,2017-11-20,
남부면작은도서관,경상남도,거제시,작은도서관,"매주토,일요일, 공휴일",09:00,18:00,00:00,00:00,00:00,00:00,10,11874,0,0,3,14,경상남도 거제시 남부면 남부해안로30,경상남도 거제시 남부면주민자치센터,055-639-4144,6203,79,,34.732172,128.610145,2017-11-20,
대아푸른솔작은도서관,경상남도,거제시,작은도서관,"매주일요일, 공휴일",09:00,19:00,09:00,19:00,00:00,00:00,40,4782,0,0,5,14,경상남도 거제시 거제중앙로 1509-22(대아푸른솔마을아파트),경상남도 거제시 대아푸른솔아파트입주자대표회,055-635-0999,14147,35,,34.857306,128.643559,2017-11-20,
덕산아내프리미엄아파트 작은도서관,경상남도,거제시,작은도서관,"매주월요일, 공휴일",16:00,22:00,16:00,22:00,00:00,00:00,40,9022,0,0,3,7,"경상남도 거제시 아주로 100-10(아주동, 덕산아내프리미엄1차)",경상남도 거제시 덕산아내프리미엄1차아파트입주자대표회,055-681-9766,31675,142,,34.873038,128.696142,2017-11-20,
모오리돌작은도서관,경상남도,거제시,작은도서관,"매주일요일, 공휴일",09:00,18:00,09:00,17:00,00:00,00:00,35,15045,9,0,3,14,경상남도 거제시 아주동 탑곡로75,경상남도 거제시 YWCA,055-682-4950,7962,153,http://www.gjywca.or.kr,34.862441,128.691076,2017-11-20,
바람의언덕작은도서관,경상남도,거제시,작은도서관,없음,09:00,18:00,09:00,18:00,00:00,00:00,10,10000,5,0,3,15,경상남도 거제시 남부면 도장포1길50-4,경상남도 거제시 해금강교회,055-633-1527,244,89,,34.741477,128.662206,2017-11-20,
새마을문고작은도서관,경상남도,거제시,작은도서관,"매주일요일, 공휴일",09:00,18:00,00:00,00:00,00:00,00:00,20,4317,0,0,5,7,경상남도 거제시 고현동 거제중앙로 1849 공공청사 3층 308호,경상남도 거제시 새마을운동거제시지회,055-637-0185,1152,37,http://www.saemaul.com,34.883467,128.625253,2017-11-20,
성은작은도서관,경상남도,거제시,작은도서관,"매주일요일, 공휴일",12:00,17:00,12:00,17:00,00:00,00:00,6,1002,0,0,0,0,경상남도 거제시 옥포로 315-2(성은아파트),경상남도 거제시 성은아파트입주자대표회,055-687-7794,12711,93,,34.901991,128.684162,2017-11-20,
옥포작은도서관,경상남도,거제시,작은도서관,"매주월요일, 공휴일",09:00,18:00,09:00,18:00,00:00,00:00,15,32621,15,0,3,14,경상남도 거제시 옥포동 옥포대첩로 84,경상남도 거제시 옥포종합사회복지관,055-680-7021,6902,219,http://www.okpowelfare.or.kr,34.893799,128.696573,2017-11-20,
푸른숲작은도서관,경상남도,거제시,작은도서관,"국가공휴일, 하계휴가",10:00,22:00,10:00,18:00,00:00,00:00,80,17631,9,0,7,7,경상남도 거제시 상동동 상동7길30,경상남도 거제시 대동다숲아파트입주자대표회,055-633-8849,117152,270,,34.869102,128.627921,2017-11-20,
파라미타작은도서관,경상남도,경상남도,작은도서관,"매주토,일요일, 공휴일",09:00,17:00,00:00,00:00,00:00,00:00,20,1300,0,0,0,0,경상남도 거제시 계룡로 2길 69-1,사단법인 좋은벗,055-681-2679,255,66,,34.879448,128.626387,2017-11-20,
힐나눔작은도서관,경상남도,경상남도,작은도서관,"매주 일요일, 공휴일",10:00,21:00,10:00,18:00,00:00,00:00,29,1500,0,0,0,0,경상남도 거제시 제산로 51,경상남도 거제시 힐스테이트입주자대표회,055-632-0366,36044,70,,34.890039,128.641065,2017-11-20,
덕산아내프리미엄2차아파트작은도서관,경상남도,경상남도,작은도서관,"매주토,일요일,공휴일",09:00,18:00,00:00,00:00,00:00,00:00,16,3178,0,0,10,14,"경상남도 거제시 아주로 100-11(아주동, 덕산아내프리미엄2차)",경상남도 거제시 덕산아내프리미엄2차아파트입주자대표회,055-681-2679,22363,51,,34.866369,128.683632,2017-11-20,
벽산3차새마을작은도서관,경상남도,경상남도,작은도서관,"매주토,일요일,공휴일",14:00,18:00,00:00,00:00,00:00,00:00,38,3000,0,0,3,7,경상남도 거제시 상동 5길 117-50,경상남도 거제시 벽산e-솔렌스힐 3차아파트입주자대표회,055-637-2500,27464,144,,34.858497,128.634499817,2017-11-20,
벽산-e솔렌스힐2차작은도서관,경상남도,경상남도,작은도서관,"매주토,일요일,공휴일",14:00,18:00,00:00,00:00,00:00,00:00,24,2250,0,0,2,7,경상남도 거제시 상동동 상동5길 117-16,경상남도 거제시 벽산e-솔렌스힐 2차아파트입주자대표회,055-632-7066,26337,92,,34.862072,128.631095,2017-11-20,
국제작은도서관,경상남도,경상남도,작은도서관,"근로자의날, 국가공휴일",09:00,18:00,09:00,18:00,00:00,00:00,40,2000,2,100,5,30,경상남도 거제시 옥포로10길 9,경상남도 거제시 거제국제교류센터,055-637-2500,2640,66,,34.891776,128.692341,2017-11-20,
e편한세상옥포아파트작은도서관,경상남도,경상남도,작은도서관,"일요일,공휴일",16:00,22:00,16:00,22:00,00:00,00:00,12,1434,0,0,2,7,경상남도 거제시 성산로 33,경상남도 거제시 e편한세상 옥포아파트입주자 대표회,055-687-3226,40884,164,,34.8981144254,128.694067,2017-11-20,
자은구영마을도서관,전라남도,신안군,작은도서관,"토,일요일,공휴일",09:00,18:00,09:00,18:00,00:00,00:00,18,2885,0,0,5,14,전라남도 자은면 구영1길 8,전라남도 신안군 자은면사무소,061-240-3593,3105,148,없음,34.8846473941,126.047605334,2017-11-23,
임자작은도서관,전라남도,신안군,작은도서관,"토,일요일,공휴일",09:00,18:00,09:00,18:00,00:00,00:00,20,3573,1,0,5,14,전라남도 신안군 임자면 임자로 87-63,전라남도 신안군 임자면사무소,061-275-7200,567,112,없음,35.0844697421,126.11100448,2017-11-23,
장산작은도서관,전라남도,신안군,작은도서관,"토,일요일,공휴일",09:00,18:00,09:00,18:00,00:00,00:00,15,2126,1,0,5,14,전라남도 신안군 장산면 장산중앙길 2,전라남도 신안군 장산면사무소,061-275-5320,1686,204,없음,34.6432013854,126.149001779,2017-11-23,
하의작은도서관,전라남도,신안군,작은도서관,"토,일요일,공휴일",09:00,18:00,09:00,18:00,00:00,00:00,15,2029,1,0,5,14,전라남도 신안군 하의면 오류동길 11,전라남도 신안군 하의면사무소,061-275-4088,4790,143,없음,34.6053727762,126.034875934,2017-11-23,
Wonderful english 작은도서관,전라남도,신안군,작은도서관,"토,일요일,공휴일",09:00,18:00,09:00,18:00,00:00,00:00,10,1000,0,0,5,14,전라남도 신안군 지도읍 원광정길 25,전라남도 신안군 지도읍사무소,061-275-0091,769,71,없음,35.0609589235,126.21213665,2017-11-23,
도초 작은도서관,전라남도,신안군,작은도서관,"토,일요일,공휴일",09:00,18:00,09:00,18:00,00:00,00:00,25,5859,8,57,5,14,전라남도 신안군 도초면 서남문로 1521-20,전라남도 신안군 도초면사무소,061-240-8677,1081,148,없음,34.7034899598,125.953952897,2017-11-23,
지도 작은도서관,전라남도,신안군,작은도서관,"토,일요일,공휴일",09:00,18:00,09:00,18:00,00:00,00:00,25,5105,1,0,5,14,전라남도 신안군 지도읍 읍내길 71,전라남도 신안군 지도읍사무소,061-240-8969,331,286,없음,35.0608450975,126.207393353,2017-11-23,
증도 작은도서관,전라남도,신안군,작은도서관,"토,일요일,공휴일",09:00,18:00,09:00,18:00,00:00,00:00,25,5141,1,0,5,14,전라남도 신안군 증도면 문준경길 199,전라남도 신안군 증도면사무소,061-240-8887,1134,165,없음,35.0021950157,126.138952191,2017-11-23,
갈마루작은도서관,충청북도,영동군,작은도서관,일요일+공휴일,09:00,18:00,09:00,18:00,00:00,00:00,30,4500,-,-,2,7,충청북도 영동군 상촌면 임산1길 44,충청북도 영동군 갈마루지역아동센터,043-745-0842,150,98,,36.1488053,127.9142032,2017-11-13,
흑산자산문화도서관,전라남도,신안군,공공도서관,"월요일,공휴일",09:00,18:00,09:00,18:00,00:00,00:00,30,14649,1,0,5,14,전라남도 신안군 흑산면 흑산일주로 5,전라남도 신안군 흑산면사무소,061-240-3801,1455,753,없음,34.6841539751,125.442615035,2017-11-23,
신안군립도서관,전라남도,신안군,공공도서관,"월요일,공휴일",09:00,22:00,09:00,18:00,00:00,00:00,88,43156,34,563,5,14,전라남도 신안군 압해읍 압해로 825,전라남도 신안군청,061-240-4070,2717,1116,http://www.shinan.go.kr/home/library,34.8626493046,126.31776489,2017-11-23,
증평군립도서관,충청북도,증평군,공공도서관,매주 월요일,09:00,22:00,09:00,18:00,09:00,18:00,601,56931,38,3942,2,14,충청북도 증평군 증평읍 광장로 37,충청북도 증평군청,043-835-4671,3020,2917,http://lib.jp.go.kr,36.785000,127.581000,2017-10-31,
남산타운문화체육센터어린이도서관,서울특별시,중구,공공도서관,"매주 월요일, 법정 공휴일",09:00,22:00,09:00,22:00,00:00,00:00,65,23140,18,285,5,14,서울특별시 중구 다산로32(신당동),서울특별시 중구청,02-2280-8486,577.6,274,www.e-junggulib.or.kr,37.549546,127.011927,2017-11-22,
중구구립신당도서관,서울특별시,중구,공공도서관,연중무휴,09:00,18:00,08:00,22:00,09:00,18:00,130,53639,49,1211,5,14,서울특별시 중구 다산로38길 66-35(신당동),서울특별시 중구청,02-2280-8490,618,1557.4,www.e-junggulib.or.kr,37.561699,127.018932,2017-11-22,
중구구립도서관,서울특별시,중구,공공도서관,연중무휴,09:00,18:00,08:00,22:00,09:00,18:00,94,50032,51,1156,5,14,서울특별시 중구 동호로14길 18(신당동),서울특별시 중구청,02-2280-8470,486,965.95,www.e-junggulib.or.kr,37.556382,127.010793,2017-11-22,
손기정정보도서관,서울특별시,중구,작은도서관,"매주 월요일, 법정 공휴일",09:00,18:00,09:00,18:00,00:00,00:00,25,24595,15,218,5,14,서울특별시 중구 손기정로 101(만리동2가),서울특별시 중구청,02-2280-8455,29682,350,www.e-junggu.or.kr,37.555867,126.964479,2017-11-22,
함양도서관,경상남도,함양군,공공도서관,매주월요일+법정공휴일,09:00,22:00,09:00,22:00,09:00,22:00,260,81691,24,8518,10,14,경상남도 함양군 함양로 1143-1,경상남도교육청,055-963-3186,3165,1318,http://hylib.gne.go.kr,35.521357,127.727045,2017-11-21,
송파글마루도서관,서울특별시,송파구,공공도서관,매주월요일+국가지정공휴일,09:00,22:00,09:00,22:00,09:00,22:00,414,66700,103,2261,5,14,서울특별시 송파구 충민로 120 (장지동),서울특별시 송파구청,02-449-8855,3697,3697,http://www.splib.or.kr,37.481029,127.130755,2017-11-20,
임동청소년문고,광주광역시,북구,작은도서관,매주 일요일,11:00,20:00,00:00,00:00,00:00,00:00,18,2230,55,0,3,7,광주광역시 북구 서림로100번길 20-12(임동),,,,82.5,,,,2017-09-21,
부암1동책마루작은도서관,부산광역시,부산진구,작은도서관,"매주 토요일·일요일, 국가지정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,20,4872,0,0,2,7,부산광역시 부산진구 신천대로241번길 41,부산광역시 부산진구청,051-605-6719,,92.86,,35.1632732,129.0484424,2017-04-18,
당감1동작은도서관,부산광역시,부산진구,작은도서관,"매주 토요일·일요일, 국가지정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,50,7166,0,0,2,7,부산광역시 부산진구 동평로44번길 49-6,부산광역시 부산진구청,051-605-6758,,185.18,,35.1644448,129.0356839,2017-04-18,
당감4동사랑방마실작은도서관,부산광역시,부산진구,작은도서관,"매주 토요일·일요일, 국가지정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,25,4518,0,0,3,10,부산광역시 부산진구 당감서로100번길 100,부산광역시 부산진구청,051-914-6801,,92.2,,35.1717751,129.0323825,2017-04-18,
개금2동행복마을작은도서관,부산광역시,부산진구,작은도서관,"매주 일요일, 국가지정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,30,4421,0,0,2,7,부산광역시 부산진구 진사로 83번길 21,부산광역시 부산진구청,051-924-0255,,84.42,,35.1441121,129.0185452,2017-04-18,
범천2동작은도서관,부산광역시,부산진구,작은도서관,"매주 토요일·일요일, 국가지정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,10,10074,0,0,3,7,부산광역시 부산진구 신암로 48,부산광역시 부산진구청,051-605-6971,,145.5,,35.1465101,129.0562321,2017-04-18,
초읍동책사랑방,부산광역시,부산진구,작은도서관,"매주 토요일·일요일, 국가지정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,3,1731,0,0,3,7,부산광역시 부산진구  새싹로 253,부산광역시 부산진구청,051-605-6581,,,,35.1787081,129.0475647,2017-04-18,
전포1동밭개마을,부산광역시,부산진구,작은도서관,"매주 토요일·일요일, 국가지정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,10,1631,0,0,5,7,부산광역시 부산진구  서전로68번길 75,부산광역시 부산진구청,051-605-6643,,,,35.1543202,129.0675925,2017-04-18,
전포2동북카페,부산광역시,부산진구,작은도서관,"매주 토요일·일요일, 국가지정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,12,2932,0,0,2,7,부산광역시 부산진구 동성로118번길 34,부산광역시 부산진구청,051-605-6679,,,,35.1617011,129.0662281,2017-04-18,
당감2동북카페,부산광역시,부산진구,작은도서관,"매주 토요일·일요일, 국가지정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,10,744,0,0,2,7,부산광역시 부산진구 가야대로703번길 13,부산광역시 부산진구청,051-605-6775,,,,35.1578823,129.0478881,2017-04-18,
가야1동가얏골미니도서관,부산광역시,부산진구,작은도서관,"매주 토요일·일요일, 국가지정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,8,1353,0,0,2,7,부산광역시 부산진구 가야대로572번길 22,부산광역시 부산진구청,051-605-6822,,,,35.1532497,129.0343018,2017-04-18,
가야2동책누리북카페,부산광역시,부산진구,작은도서관,"매주 토요일·일요일, 국가지정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,30,5591,0,0,2,14,부산광역시 부산진구 가야공원로40번길 14,부산광역시 부산진구청,051-605-6848,,53.28,,35.1497394,129.0290433,2017-04-18,
개금1동책사랑쉼터,부산광역시,부산진구,작은도서관,"매주 토요일·일요일, 국가지정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,5,3850,0,0,3,7,부산광역시 부산진구 가야대로454번길 9,부산광역시 부산진구청,051-605-6882,,,,35.1526776,129.0219421,2017-04-18,
개금2동책마루,부산광역시,부산진구,작은도서관,"매주 토요일·일요일, 국가지정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,3,2597,0,0,2,7,부산광역시 부산진구 복지로 93,부산광역시 부산진구청,051-605-6913,,,,35.1449318,129.0194991,2017-04-18,
수성구립범어도서관,대구광역시,수성구,공공도서관,"매주월요일, 국가지정공휴일",09:00,22:00,09:00,17:00,09:00,17:00,510,168833,163,3118,10,15,대구광역시 수성구 달구벌대로 2461,(재)수성문화재단,053-668-1600,5965,6904,http://library.suseong.kr/beomeo,35.859748,128.630725,2017-11-01,
수성구립용학도서관,대구광역시,수성구,공공도서관,"매주월요일, 국가지정공휴일",09:00,22:00,09:00,17:00,09:00,17:00,410,126677,74,4008,10,15,대구광역시 수성구 지범로 41길 36(범물동),(재)수성문화재단,053-668-1700,1720.4,4515.9,http://library.suseong.kr/yonghak/,35.821253,128.646128,2017-11-01,
