야영(캠핑)장명,야영(캠핑)장구분,위도,경도,소재지도로명주소,소재지지번주소,야영장전화번호,야영사이트수,부지면적,건축연면적,1일최대수용인원수,주차장면수,편의시설,안전시설,기타부대시설,이용시간,이용요금,관리기관전화번호,관리기관명,데이터기준일자,
거제글램퍼스,야영장,34.815016,128.665322,경상남도 거제시 일운면 망치4길 38,경상남도 거제시 일운면 망치리 252,,7,,,28,5,개별화장실,"소화기, 단독경보형 감지기",,,,055-639-4165,거제시청,2017-09-30,
옥계마을회영농조합법인,야영장,34.978528,128.630847,경상남도 거제시 하청면 칠천로 265-17,경상남도 거제시 하청면 연구리 416,,28,,,100,20,화장실,소화기,,,,055-639-4165,거제시청,2017-09-30,
학동자동차아영장,자동차야영장,34.7770622024,128.643009,경상남도 거제시 동부면 거제대로 981,경상남도 거제시 동부면 학동리 221-1,055-635-5421,174,,,600,100,"화장실, 개수대, 샤워실",소화기,,,,055-635-5421,한려해상국립공원 동부사무소,2017-09-30,
신전권역 야영장,야영장,35.3815447,128.1761807,경상남도 의령군 대의면 모의로 662-24,경상남도 의령군 대의면 신전리 278,055-574-1109,10,10154,996.47,60,10,"상하수도시설, 전기시설, 화장실, 샤워실, 취사장","소화기, 확성기, 방송장비","물놀이시설, 씨름장",지정일11:00~익일14:00,"1사이트당 30,000원(1박) / 50,000원(2박)",055-574-1109,의령군청,2017-09-30,
설뫼충효테마파크 캠핑장,야영장,35.4589661,128.3519841,경상남도 의령군 부림면 입산로 178,경상남도 의령군 부림면 입산리 15,,45,32077,370,200,30,"상하수도시설, 전기시설, 화장실, 샤워실",소화기,물놀이시설,지정일13:00~익일12:00,"1사이트 당 25,000원",055-570-2725,의령군청,2017-09-30,
벽계야영장,야영장,35.426107,128.208032,경상남도 의령군 궁류면 벽계로201 일대,경상남도 의령군 궁류면 벽계리 481-1,055-570-2444,80,56940,36346,500,50,매점,"소화기, 안전게시물","화장실, 샤워실, 취사장, 물미끄럼틀",,"제1야영장(30,000) 제2야영장(10,000/12,000/17,000) 방갈로(40,000/45,000) 펜션형(50,000/70,000) 기산방갈로(100,000)",055-570-2444,의령군청,2017-09-30,
청광새들녘영농조합법인야영장,야영장,35.115108,128.309279,경상남도 고성군 개천면 영회로 1296,경상남도 고성군 개천면 청광리 521-4,055-672-7985,29,8968,621.45,116,23,"화장실 개수대, 샤워장","소화기, 연기감지기",체험시설,,텐트야영장:25000원,055-672-7985,고성군청,2017-09-30,
블루웨일글램핑,야영장,34.923652,128.301484,경상남도 고성군 삼산면 두포5길 113-139,경상남도 고성군 삼산면 두포리 177-16,055-673-4994,29,10398,1736.01,116,60,"화장실 개수대, 샤워장","소화기, 연기감지기","수영장, 찜질방, 편의점, 식당, 족구장",,,055-673-4994,고성군청,2017-09-30,
장좌리캠핑장,야영장,35.009888,128.449561,경상남도 고성군 동해면 구절로 200,경상남도 고성군 동해면 장좌리 1029-1,055-672-5814,24,4101,97.75,96,40,"화장실 개수대, 샤워장","소화기, 연기감지기",체험시설,,텐트야영장:30000원,055-672-5814,고성군청,2017-09-30,
폴라리스야영장,야영장,35.054839,128.474076,경상남도 고성군 동해면 내산리 102-4,경상남도 고성군 동해면 조선특구로 2126,,10,2334,330,40,20,"화장실 개수대, 샤워장","소화기, 연기감지기",카페,,"주중글램핑:70000원, 주말글램핑:150000원",055-670-2235,고성군청,2017-09-30,
연화산반딧불이캠핑장,야영장,35.053416,128.203667,경상남도 고성군 영현면 고봉로 613-36,경상남도 고성군 영현면 봉림리 44-9,,40,8928,883.63,160,40,"화장실 개수대, 샤워장","소화기, 연기감지기",체험시설,,텐트야영장:35000원,055-670-2235,고성군청,2017-09-30,
아트앤체험캠프,야영장,35.000102,128.286436,경상남도 고성군 대가면 무량로 251,경상남도 고성군 대가면 연지리 279,,45,14071,,180,60,"화장실 개수대, 샤워장","소화기, 연기감지기",체험시설,,"텐트야영장:33000원, 글램핑시설:120000원",055-670-2235,고성군청,2017-09-30,
라파엘펜션글램핑,야영장,35.0463740458,128.381934,경상남도 고성군 회화면 당항만로 949,경상남도 고성군 회화면 당항리 543-13,,15,5737,58.8,60,30,"화장실 개수대, 샤워장","소화기, 연기감지기","펜션, 식당, 수영장",,글램핑시설:150000원,055-670-2235,고성군청,2017-09-30,
고성다이노캠핑장,야영장,34.923645,128.298786154,경상남도 고성군 삼산면 두포5길 193,경상남도 고성군 삼산면 두포리 177-16,055-672-7992,34,4953,536,136,34,"화장실 개수대, 샤워장","소화기, 연기감지기","수영장, 찜질방",,"글램핑시설:150000원, 카라반시설:120000원",055-672-7992,고성군청,2017-09-30,
얼음골야영장,야영장,34.983422,128.177758,경상남도 고성군 상리면 삼상로 1411,경상남도 고성군 상리면 동산리 135-2,,14,4345,31.5,56,30,"화장실 개수대, 샤워장","소화기, 연기감지기","펜션, 식당",,,055-670-2235,고성군청,2017-09-30,
고성패밀리캠핑장,야영장,34.994242,128.220112,경상남도 고성군 상리면 상정대로 1186,경상남도 고성군 상리면 528-4,,31,9841,1146.3,124,26,"화장실 개수대, 샤워장","소화기, 연기감지기",체험시설,,야영장시설:40000원,055-670-2235,고성군청,2017-09-30,
충효테마관광농원야영장,야영장,35.025811,128.290479,경상남도 고성군 대가면 유흥갈천길 240,경상남도 고성군 대가면 척정리 1802-1,,31,29762,290,124,16,"화장실 개수대, 샤워장","소화기, 연기감지기",족구장,,,055-670-2235,고성군청,2017-09-30,
당항포관광지오토캠핑장,야영장,35.055402,128.397362,경상남도 고성군 회화면 당항만로 1116,경상남도 고성군 회화면 당항리 112-2,055-670-4501,318,49000,,1272,250,"화장실 개수대, 샤워장","소화기, 연기감지기","관광지, 유원시설",,야영장시설:30000원,055-670-4501,고성군청,2017-09-30,
남산공원오토캠핑장,야영장,34.984123,128.318459,경상남도 고성군 고성읍 공룡로 3165,경상남도 고성군 고성읍 신월리 657-1,070-4134-8128,41,11168,177.23,164,30,"화장실 개수대, 샤워장","소화기, 연기감지기",,,"야영장시설:20000원,카라반시설:150000원,글램핑:150000원",055-670-2235,고성군청,2017-09-30,
국립남해편백자연휴양림,야영장,34.752385,128.020154,경상남도 남해군 삼동면 금암로 658,경상남도 남해군 삼동면 봉화리 산 480-2번지,055-867-7881,20,3654348,622,80,,"화장실, 샤워실","소화기, CCTV, 방송장비 안전게시물, 대피공간, 관리요원",,,"일반야영장:4,000원, 7,000원",055-860-8603,남해군청,2017-09-30,
항도야영장,야영장,34.741599,128.048123,경상남도 남해군 미조면 송정리 355-20번지,경상남도 남해군 미조면 송정리 355-20번지,055-867-2167,6,891,302,24,,"전기시설, 화장실, 샤워실","소화기, 방송장비, 대피공간, 관리요원, 안전게시물",,,"일반야영장:20,000원, 30,000원",055-860-8603,남해군청,2017-09-30,
보물섬캠핑장,야영장,34.744739,127.860839,경상남도 남해군 남면 남면로1229번길 10-34,경상남도 남해군 남면 선구리 1060-1번지,,28,3666,801,112,,"전기시설, 화장실, 샤워실","소화기, 방송장비, 대피공간, 관리요원, 안전게시물",,,"일반야영장:35,000원",055-860-8603,남해군청,2017-09-30,
두곡해수욕장아영장,야영장,34.768437,127.907474,경상남도 남해군 남면 남면로111번길 95,경상남도 남해군 남면 당항리 535-11번지,,30,5210,110,120,,"화장실, 샤워실","소화기, 방송장비, 대피공간, 관리요원, 안전게시물",,,"일반야영장:6,000원, 10,000원",055-860-8603,남해군청,2017-09-30,
사촌해수욕장야영장,야영장,34.743579,127.856108,경상남도 남해군 남면 남면로1229번길 44,경상남도 남해군 남면 임포리 1173-1번지,055-862-8564,40,3145,110,160,,"화장실, 샤워실","소화기, 방송장비, 대피공간, 관리요원, 안전게시물",,,"일반야영장:6,000원, 10,000원",055-860-8603,남해군청,2017-09-30,
송정솔바람야영장,야영장,34.723351,128.025017,경상남도 남해군 미조면 미송로 483,경상남도 남해군 미조면 송정리 1129번지,,123,6931,237,492,,"화장실, 샤워실","소화기, 방송장비, 대피공간, 관리요원, 안전게시물",,,"일반야영장:6,000원, 10,000원",055-860-8603,남해군청,2017-09-30,
월포해수욕장야영장,야영장,34.767289,127.905107,경상남도 남해군 남면 남서대로 611-17,경상남도 남해군 남면 석교리 47번지,055-862-3414,30,3328,47,120,,"화장실, 샤워실","소화기, 방송장비, 대피공간, 관리요원, 안전게시물",,,"일반야영장:6,000원, 10,000원",055-860-8603,남해군청,2017-09-30,
상주은모래비치캠핑장,야영장,34.719304,127.984961,경상남도 남해군 상주면 상주로 17-4,경상남도 남해군 상주면 상주리 1248-1번지,055-862-8287,150,8925,332,600,,"전기시설, 화장실, 샤워실","소화기, 방송장비, 대피공간, 관리요원, 안전게시물",,,"일반야영장:6,000원, 10,000원",055-860-8603,남해군청,2017-09-30,
두모마을야영장,야영장,34.735033,127.954917,경상남도 남해군 상주면 양아로525번길 20,경상남도 남해군 상주면 양아리 1467-1번지,055-863-3573,12,1103,22,48,,"전기시설, 화장실, 샤워실","소화기, 방송장비, 대피공간, 관리요원, 안전게시물",,,"일반야영장:40,000원",055-860-8603,남해군청,2017-09-30,
천하마을야영장,야영장,34.724616,128.013512,경상남도 남해군 미조면 남해대로397번길 18,경상남도 남해군 미조면 송정리 1378번지,055-863-2903,20,695,49,80,,"전기시설, 화장실, 샤워실","소화기, 방송장비, 대피공간, 관리요원, 안전게시물",,,"일반야영장:30,000원(비수기 20,000원)",055-860-8603,남해군청,2017-09-30,
초전마을야영장,야영장,34.729624,128.034245,경상남도 남해군 미조면 동부대로14번길 27-21,경상남도 남해군 미조면 송정리 550번지,,7,3063,169,28,,"전기시설, 화장실, 샤워실","소화기, 방송장비, 대피공간, 관리요원, 안전게시물",,,"일반야영장:20,000원",055-860-8603,남해군청,2017-09-30,
삼장다목적캠핑장,야영장,35.306948,127.833313,경상남도 산청군 친환경로 409-28,경상남도 산청군 삼장면 덕교리 842,,79,,162.95,316,96,"화장실, 취사장",소화기35개,수영장운동시설,당일14:00~익일14:00,"20,000",055-970-6433,산청군청,2017-09-30,
내원자동차야영장,야영장,35.296968,127.812510,경상남도 산청군 삼장면 대포리 산106-2,경상남도 산청군 삼장면 대포리 산106-2,055-972-7775,53,,243.44,212,107,"화장실,취사장",소화기40개,없음,당일14:00~익일14:00,"성수기 16,000,비수기 13,000",055-970-6433,산청군청,2017-09-30,
한방자연휴양림,야영장,35.441508,127.830562,경상남도 산청군 금서면 동의보감로555번길 186,경상남도 산청군 금서면 특리 1300-86,055-970-6652,13,,262.71,96,38,"화장실, 샤워실,취사장",소화기24개,글램핑11개,당일14:00~익일14:00,"일반 20,000,글램핑 239,000",055-970-6433,산청군청,2017-09-30,
중산리야영장,야영장,35.306684,127.747967,경상남도 산청군 시천면 지리산대로 320-2,경상남도 산청군 시천면 중산리 634-4,055-972-7785,27,,106.8,108,178,"화장실, 취사장",소화기13개,없음,당일14:00~익일14:00,"성수기 7,000,비수기 5,000",055-970-6433,산청군청,2017-09-30,
소막골야영장,야영장,35.351027,127.815843,경상남도 삼장면 평촌리 산118-1,경상남도 산청군 삼장면 평촌리 산118-1,055-972-7775,28,,64.63,112,28,"화장실, 취사장",소화기14개,없음,당일14:00~익일14:00,"성수기 9,000,비수기 7,000",055-970-6433,산청군청,2017-09-30,
금헌힐링캠핑장,야영장,35.325326,127.923755,경상남도 산청군 단성면 석대로281번길 229-19,경상남도 산청군 단성면 방목리 912-8,,79,,399.3,316,79,"화장실,샤워실,취사장",소화기79개,없음,당일14:00~익일14:00,"35,000",055-970-6433,산청군청,2017-09-30,
대경오토캠핑장,야영장,35.272265,127.778147,경상남도 산청군 시천면 지리산대로 855,경상남도 산청군 시천면 동당리 577,,30,,120.24,120,30,"화장실,샤워실,취사장",소화기30개,없음,당일14:00~익일14:00,"성수기 35,000,비수기 30,000",055-970-6433,산청군청,2017-09-30,
별헤는밤 캠핑장,야영장,35.380577,127.963814,경상남도 산청군 신안면 둔철산로 575-26,경상남도 산청군 신안면 안봉리 1045-9,,44,,243.85,176,44,"화장실,샤워실,취사장",소화기22개,없음,당일14:00~익일14:00,"성수기 40,000,비수기 30,000",055-970-6433,산청군청,2017-09-30,
느티나무야영장,야영장,35.371554,127.781630,경상남도 산청군 삼장면 유평리 233,경상남도 산청군 삼장면 유평리 233,,16,,148.8,64,20,"화장실,샤워실,취사장",대피소 등,없음,당일14:00~익일14:00,"성수기 50,000,비수기 30,000",055-970-6433,산청군청,2017-09-30,
산청별천지캠핑장,야영장,35.333273,127.895365,경상남도 산청군 단성면 호암로701번길 139,경상남도 산청군 단성면 운리 90-12,,12,,58.38,48,15,"화장실,샤워실,취사장",소화기10개,수영장,당일14:00~익일14:00,"성수기 45,000,비수기 35,000",055-970-6433,산청군청,2017-09-30,
휘림캠핑장,야영장,35.3212639,127.9030940,경상남도 산청군 단성면 호암로 702-22,경상남도 산청군 단성면 운리 235,,16,,170.65,64,20,"화장실,샤워실,취사장",소화기20개,방갈로2동,당일14:00~익일14:00,"성수기 45,000,비수기 35,000",055-970-6433,산청군청,2017-09-30,
합천휴테마파크,야영장,35.549615,128.056584,경상남도 합천군 용주면 영상로 172,,,21,11216,479.76,130,30,전기시설+상하수도시설,소화기,"수영장, 트램프린",24시간,,055-930-3753,합천군청,2017-09-30,
W글램핑,야영장,35.393017,127.885807,경상남도 산청군 산청읍 웅석봉로 285번길 80-20,경상남도 산청군 산청읍 내리 741,,1,,185.29,60,15,"화장실,샤워실,취사장",소화기15개,글램핑14개,당일14:00~익일14:00,"성수기 199,000,비수기 149,000",055-970-6433,산청군청,2017-09-30,
백운계곡캠핑장,야영장,35.295479,127.888356,경상남도 산청군 단성면 백운로51번길 220-16,경상남도 산청군 단성면 백운리 389-1,,12,,106.42,48,20,"화장실,샤워실,취사장",소화기6개,없음,당일14:00~익일14:00,"성수기 40,000,비수기 35,000",055-970-6433,산청군청,2017-09-30,
둘레길관광농원,야영장,35.243412,127.793455,경상남도 산청군 시천면 신천리 158-2,경상남도 산청군 시천면 신천리 158-2,,34,,95.4,136,34,"화장실,샤워실,취사장",소화기17개,없음,당일14:00~익일14:00,"성수기 40,000,비수기 30,000",055-970-6433,산청군청,2017-09-30,
계림정야영장,야영장,35.351576,127.841138,경상남도 산청군 삼장면 홍계리 1054-3,경상남도 산청군 삼장면 홍계리 1054-3,,25,,130.5,100,25,"화장실,취사장",소화기13개,없음,당일14:00~익일14:00,"15,000",055-970-6433,산청군청,2017-09-30,
지리산노을,야영장,35.318867,127.907731,경상남도 산청군 단성면 호암로632번길 75,경상남도 산청군 단성면 청계리 353-7,,1,,39,16,4,"화장실, 취사장, 샤워장",소화기4개,글램핑3개,당일14:00~익일14:00,"성수기 200,000,비수기 150,000",055-970-6433,산청군청,2017-09-30,
산청지막계곡캠핑장,야영장,35.386418,127.818995,경상남도 산청군 금서면 왕등재로 307,경상남도 산청군 금서면 지막리 산147-5,,29,,174.8,116,30,"화장실, 취사장, 샤워장",소화기17개,없음,당일14:00~익일14:00,"성수기 40,000,비수기 30,000",055-970-6433,산청군청,2017-09-30,
가야권역 소리마실 영농조합법인,자동차야영장,35.7724692937,128.128828,경상남도 합천군 가야면 가야산로 1267,,055-934-2221,42,5900,549.85,100,21,전기시설+상하수도시설,소화기,cctv 시설,24시간,,055-930-3753,합천군청,2017-09-30,
든해솔계곡캠핑장,야영장,35.402927,127.963875,경상남도 산청군 신등면 척지로475번길 142-12,경상남도 산청군 신등면 모례리 830-7,,9,,292.13,36,10,"화장실,취사장",대피소 등,없음,당일14:00~익일14:00,"성수기 50,000,비수기 45,000",055-970-6433,산청군청,2017-09-30,
황매산국민여가캠핑장,자동차야영장,35.480765,127.984829,경상남도 합천군 가회면 둔내리 산219-11,경상남도 합천군 가회면 둔내리 산219-11,055-930-4753,97,20330,,1000,210,전기시설+상하수도시설,소화기,,24시간,,055-930-3753,합천군청,2017-09-30,
오도산자연휴양림,야영장,35.657528,128.054656,경상남도 합천군 봉산면 오도산휴양로 398,,055-930-3733,67,2900806,735.7,1000,400,전기시설+상하수도시설+방송시설,소화기,"숲속의 집, 청소년수련관",24시간,,055-930-3753,합천군청,2017-09-30,
바람흔적미술관글램핑,야영장,35.459533,128.004874,경상남도 합천군 가회면 대기1길 15-9,,,19,2618,186,36,20,전기시설+상하수도시설,소화기,,24시간,,055-930-3753,합천군청,2017-09-30,
아빠랑놀자,야영장,35.416016,128.155592,경상남도 합천군 삼가면 동리외초길 223,,,20,10503,880.24,100,40,전기시설+상하수도시설,소화기,,24시간,,055-930-3753,합천군청,2017-09-30,
합천라온오토캠핑장,자동차야영장,35.554027,128.055069,경상남도 합천군 용주면 가호월평길 2,,,17,4907,91.2,90,24,전기시설+상하수도시설,소화기,수영장,24시간,,055-930-3753,합천군청,2017-09-30,
대기농촌체험휴양마을,야영장,35.462517,128.002043,경상남도 합천군 가회면 대기2길 17,,055-931-1313,7,8163,1728.8,30,50,전기시설+상하수도시설,소화기,"야외무대, 수영장",24시간,,055-930-3753,합천군청,2017-09-30,
소리길 오토캠핑장,자동차야영장,35.774998,128.126886,경상남도 합천군 가야면 매화산로 670,,,48,9965,285.66,180,60,전기시설+상하수도시설,소화기,,24시간,,055-930-3753,합천군청,2017-09-30,
합천 아마존 오토캠핑장,자동차야영장,35.508541,128.014904,경상남도 합천군 대병면 석장1길 61-15,,,18,8302,630.34,72,28,전기시설+상하수도시설,소화기,샤워시설 남녀 각1동,24시간,,055-930-3753,합천군청,2017-09-30,
개금불 어뮤니티,야영장,35.6346405382,128.111821,경상남도 합천군 묘산면 봉곡1길 24-11,,,7,1947,70.56,28,7,전기시설+상하수도시설,소화기,,24시간,,055-930-3753,합천군청,2017-09-30,
삼정 야영장,야영장,35.792666,128.086807,경상남도 합천군 가야면 치인리 산16-1,경상남도 합천군 가야면 치인리 산16-1,055-930-8040,26,5000,,104,27,전기시설+상하수도시설,소화기,"cctv 2대, 야영장 관리사",24시간,,055-930-3753,합천군청,2017-09-30,
치인 야영장,야영장,35.792666,128.086807,경상남도 합천군 가야면 치인리 산16-1,경상남도 합천군 가야면 치인리 산16-1,055-930-8040,26,5000,,104,27,전기시설+상하수도시설,소화기,"cctv 2대, 야영장 관리사",24시간,,055-930-3753,합천군청,2017-09-30,
수피아관광농원,야영장,35.572367,128.057092,경상남도 합천군 봉산면 합천호반로 954,,,10,4681,211.18,30,10,전기시설+상하수도시설,소화기,,24시간,,055-930-3753,합천군청,2017-09-30,
대장경오토캠핑장,자동차야영장,35.766647,128.130931,경상남도 합천군 가야면 야천리 896,경상남도 합천군 가야면 야천리 896,055-930-4786,46,21824,304.58,184,184,전기시설+상하수도시설+방송시설,소화기,"취사장, 샤워장, 방송실",24시간,,055-930-3753,합천군청,2017-09-30,
(유)국제문화스포츠교육원 제주힐링캠프,자동차야영장,33.3825865,126.870343,제주특별자치도 서귀포시 성산읍 독자봉로51번길 27,,064-764-1166,19,,,76,,공동취사장. 공중화장실. 공중샤워장,모두구비,,,,064-760-2862,서귀포시 관광진흥과,2017-10-16,
농사체험자동차야영장,자동차야영장,33.4490502,126.9194765,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 116,,064-782-1727,15,,,60,,공동취사장. 화장실. 샤워실 등,모두구비,,,,064-760-2862,서귀포시 관광진흥과,2017-10-16,
제주캠핑카라반,자동차야영장,33.3303849,126.8356157,제주특별자치도 서귀포시 표선면 표선백사로 176,,064-787-8202,15,,,60,,관리동. 공동화장실,모두구비,,,,064-760-2862,서귀포시 관광진흥과,2017-10-16,
돌고래하우스,자동차야영장,33.2327478,126.4973051,제주특별자치도 서귀포시 이어도로 826-58,,064-739-7704,4,,,16,,관리동(주택),모두구비,,,,064-760-2862,서귀포시 관광진흥과,2017-10-16,
원앙캠핑장,자동차야영장,33.3004229,126.5820093,제주특별자치도 서귀포시 돈내코로 120(상효동),,064-762-2314,6,,,24,,관리동. 편의점 등,모두구비,,,,064-760-2862,서귀포시 관광진흥과,2017-10-16,
중문카라반,자동차야영장,33.2383593,126.4296966,제주특별자치도 서귀포시 이어도로 81(대포동),,064-739-8131,20,,,80,,관리동. 음식점 등,모두구비,,,,064-760-2862,서귀포시 관광진흥과,2017-10-16,
캠파제주,자동차야영장,33.2983964,126.5989144,제주특별자치도 서귀포시 516로 574-23,,064-767-1253,8,,,32,,샤워실. 화장실. 카페 등,모두구비,,,,064-760-2862,서귀포시 관광진흥과,2017-10-16,
쇠소깍오토파크,자동차야영장,33.2510337,126.6145822,제주특별자치도 서귀포시 칠십리로 638,,064-762-1155,12,,,48,,관리동,모두구비,,,,064-760-2862,서귀포시 관광진흥과,2017-10-16,
서건도카라반,자동차야영장,33.2325133,126.4980408,제주특별자치도 서귀포시 이어도로 826-51(강정동),,064-739-8012,15,,,60,,관리동. 휴게음식점,모두구비,,,,064-760-2862,서귀포시 관광진흥과,2017-10-16,
작은바람언덕,자동차야영장,33.2764797,126.7081007,제주특별자치도 서귀포시 남원읍 태위로 592,,,2,,,8,,관리동(주택),모두구비,,,,064-760-2862,서귀포시 관광진흥과,2017-10-16,
제주파인비치 카라반,자동차야영장,33.2870359,126.7461901,제주특별자치도 서귀포시 남원읍 태흥리 610.610-1,,064-764-2918,6,,,24,,관리동. 화장실,모두구비,,,,064-760-2862,서귀포시 관광진흥과,2017-10-16,
팜핑제주,자동차야영장,33.2689466,126.4706231,제주특별자치도 서귀포시 중산간서로400번길 107,,064-760-1060,7,,,28,,관리동,모두구비,,,,064-760-2862,서귀포시 관광진흥과,2017-10-16,
서귀포호텔 카라반 캠핑장,자동차야영장,33.2719361,126.3916356,제주특별자치도 서귀포시 상예로289 (상예동),,064-738-0123,20,,,80,,관리동,모두구비,,,,064-760-2862,서귀포시 관광진흥과,2017-10-16,
동광농촌체험휴양마을,야영장,33.3066104,126.3352781,제주특별자치도 서귀포시 안덕면 동광로 107,,064-794-2298,10,,,40,,공동화장실. 관리동. 대피소 등,모두구비,,,,064-760-2862,서귀포시 관광진흥과,2017-10-16,
서귀포자연휴양림야영장,야영장,33.3116723,126.4565667,제주특별자치도 서귀포시 1100로 882(대포동),,064-784-7314,40,,,160,,공동화장실 등,모두구비,,,,064-760-2862,서귀포시 관광진흥과,2017-10-16,
중문진실캠핑장,야영장,33.2526828,126.4162443,제주특별자치도 서귀포시 천제연로 132(중문동),,064-739-1036,24,,,96,,관리동,모두구비,,,,064-760-2862,서귀포시 관광진흥과,2017-10-16,
최남단글램핑,야영장,33.2116629,126.2538306,제주특별자치도 서귀포시 대정읍 최남단해안로 113,,,5,,,20,,공동취사시설. 샤워실 등,모두구비,,,,064-760-2862,서귀포시 관광진흥과,2017-10-16,
청송자연휴양림 야영장,야영장,36.316894,129.054262,경상북도 청송군 부남면 청송로 3478-96,경상북도 청송군 부남면 대전리 산 69-1,054-872-3163,11,2110000,,50,0,관리실+샤워장+화장실+취사장,소화기+방송시설,잔디광장+숲공방,지정일 12:00~익일 12:00,"입장료:1,000(1인)+데크이용료:2,500+주차료:3,000~5,000",054-870-6323,경상북도 청송군청 환경산림과,2017-10-30,
청송오토캠핑장,자동차야영장,36.2926895,129.1570253,경상북도 청송군 부남면 얼음골로 690,경상북도 청송군 부남면 화장리 381-1번지,02-1600-3183,44,20125,289.35,100,0,관리실+샤워장+화장실+취사장+개수대+전기시설+매점,소화기+CCTV+방송시설+잔불처리시설,족구장+산책로+물놀이시설+작은도서관,지정일 13:00~익일 12:00,"싸이트 : 42,000 ~ 32,000",054-870-6069,경상북도 청송군청 관광개발담당,2017-10-30,
숲속에오토캠핑장,자동차야영장,35.649170,129.066773,경상북도 경주시 산내면 문복로 108,경상북도 경주시 산내면 대현리 3086-1,,65,13399,939,260,70,화장실 등,소화기 등,,,,054-779-6084,경상북도 경주시청,2017-05-22,
좌구산 오토캠핑장,자동차야영장,36.714087,127.650199,,충청북도 증평군 증평읍 율리 259-1,043-835-4557,11,18000,,80,20,"화장실, 휴게정자, 샤워실 등",소화기,"족구장, 운동장",09:00~24:00,30000,043-835-4557,증평군청,2017-11-16,
수승대 오토캠핑장,자동차야영장,35.761295,127.833511,경상남도 거창군 위천면 은하리길 2,경상남도 거창군 위천면 황산리 824,055-940-8530,15,3599,95,60,240,관리실,소화기,,24시간,,055-940-3422,거창군,2017-10-31,
거창국민여가캠핑장,자동차야영장,35.761038,127.724250,경상남도 거창군 북상면 덕유월성로 1312-96,경상남도 거창군 북상면 월성리 1608,055-940-8702,14,9960,755.57,56,30,"관리실,캐빈하우스,방갈로",소화기,,24시간,,055-940-3422,거창군,2017-10-31,
달빛고운월성캠팽장,야영장,35.764578,127.742964,경상남도 거창군 북상면 덕성월성로 1439-14,경상남도 거창군 북상면 월성리 1084-4,055-944-5370,10,4956,1153,40,10,"관리실,학습동",소화기,,24시간,,055-940-3422,거창군,2017-10-31,
달빛고운병곡캠핑장,야영장,35.809459,127.775414,경상남도 거창군 북상면 병곡길 447-11,경상남도 거창군 북상면 병곡리 768-4,055-945-2452,40,4653,436,160,10,관리실,소화기,,24시간,,055-940-3422,거창군,2017-10-31,
금원산자연휴양림야영장,야영장,35.729132,127.789513,경상남도 거창군 위천면 금원산길 412,경상남도 거창군 위천면 상천리 산61-1,055-254-3973,90,1335,-,360,100,관리실,소화기,,24시간,,055-254-3974,경상남도,2017-10-31,
수승대야영장,야영장,35.758672,127.830508,경상남도 거창군 위천면 은하리길 43-101,경상남도 거창군 위천면 강천리 3,055-940-8530,84,2586,414.46,336,180,관리실,소화기,,24시간,,055-940-3422,거창군,2017-10-31,
주은캠핑장,야영장,35.764966,127.764378,경상남도 거창군 북상면 덕유월성로 16421,경상남도 거창군 북상면 월성리 1983,055-940-3422,24,770,240,96,10,관리실,소화기,,24시간,,055-940-3422,거창군,2017-10-31,
거창에이글램핑,야영장,35.688603,127.868958,경상남도 거창군 마리면 세동길 7,경상남도 거창군 마리면 하고리 85-3,055-940-3422,15,2630,72,45,7,관리실,소화기,,24시간,"59,000",055-940-3422,거창군,2017-10-31,
양지생태마을캠핑장,야영장,35.695317,127.860516,경상남도 거창군 마리면 진산길 157,경상남도 거창군 마리면 말흘리 83-1,055-940-3422,52,2450,780,200,52,관리실,소화기,,24시간,"25,000",055-940-3422,거창군,2017-10-31,
블루스카이,야영장,35.819427,129.292814,,경상북도 경주시 천군동 956-9,,14,7090,630,56,,화장실 등,소화기 등,,,,054-779-6084,경상북도 경주시청,2017-05-22,
학동자동차아영장,자동차야영장,34.777022,128.643067,경상남도 거제시 동부면 거제대로 981,경상남도 거제시 동부면 학동리 221-1,055-635-5421,174,,,600,100,"화장실, 개수대, 샤워실",소화기,,,,055-635-5421,한려해상국립공원 동부사무소,2017-11-22,
마글램핑장,야영장,35.153645,128.879195,부산광역시 강서구 가락대로 929,부산광역시 강서구 범방동 1833,051-743-3510,20,7446,108,120,102,"휴게실, 샤워실",-,관리사무소,당일 15시~익일 오전12시,비수기 평일:  130000원+주말 : 170000원+성수기 평일 : 160000원+ 주말: 200000원,051-901-7124,렛츠런파크부산경남,2017-05-04,
대저생태공원캠핑장,야영장,35.214452,128.991907,부산광역시 강서구 대저1동 1-5번지,부산광역시 강서구 대저1동 1-5번지,051-941-0957,36,7730,0,180,167,"매점, 파고라, 화장실, 샤워실",-,관리사무소,당일 14시~익일 12시,"15,000원(성수기, 비수기 동일)",051-310-6034,부산광역시 낙동강관리본부,2017-11-17,
대저생태공원캠핑장,자동차야영장,35.214452,128.991907,부산광역시 강서구 대저1동 1-5번지,부산광역시 강서구 대저1동 1-5번지,051-941-0957,75,43120,0,375,167,"매점, 파고라, 화장실, 샤워실",-,관리사무소,당일 14시~익일 12시,"15,000원(성수기, 비수기 동일)",051-310-6034,부산광역시 낙동강관리본부,2017-11-17,
