지진해일대피소명,지진해일대피소구분,지진해일대피소유형,지진해일대피소유형구분,소재지도로명주소,소재지지번주소,위도,경도,수용가능면적,최대수용인원수,지진해일대피소운영상태,지진해일대피소전화번호,부대편의시설,주민대피지구명,주민대피지구내가구수,주민대피지구내거주인수,주민대피지구내재해약자수,내진적용여부,내진설계등급,해안선이격거리,해발높이,지진대피안내표지판수,긴급대피장소안내표지판수,지진대피로안내표지판수,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명,
백운초등학교,지진대피소,옥외대피소,운동장,광주광역시 남구 독립로 51,광주광역시 남구 백운동 217,35.138037,126.900541,5624,1704,Y,062-670-9125,,별도 지구지정사항 없음,,,,미적용,,,,,,,광주광역시 남구청,062-607-2941,2017-11-13,3610000,광주광역시 남구,
주월중학교,지진대피소,옥외대피소,운동장,광주광역시 남구 옹정길 9,광주광역시 남구 주월동 1112,35.128217,126.903804,2000,606,Y,062-670-5810,,별도 지구지정사항 없음,,,,미적용,,,,,,,광주광역시 남구청,062-607-2941,2017-11-13,3610000,광주광역시 남구,
봉주초등학교,지진대피소,옥외대피소,운동장,광주광역시 남구 봉주길 32,광주광역시 남구 주월동 57-1,35.136448,126.890205,2254,683,Y,062-650-6600,,별도 지구지정사항 없음,,,,미적용,,,,,,,광주광역시 남구청,062-607-2941,2017-11-13,3610000,광주광역시 남구,
진월초등학교,지진대피소,옥외대피소,운동장,광주광역시 남구 광복마을4길 40,광주광역시 남구 진월동 357,35.121147,126.893850,8925,2705,Y,062-670-3106,,별도 지구지정사항 없음,,,,미적용,,,,,,,광주광역시 남구청,062-607-2941,2017-11-13,3610000,광주광역시 남구,
봉선초등학교,지진대피소,옥외대피소,운동장,광주광역시 남구 봉선중앙로118번길 4,광주광역시 남구 봉선동 310-12,35.131115,126.911834,1952,591,Y,062-670-4130,,별도 지구지정사항 없음,,,,미적용,,,,,,,광주광역시 남구청,062-607-2941,2017-11-13,3610000,광주광역시 남구,
광주송원중학교,지진대피소,옥외대피소,운동장,광주광역시 남구 송암로 73,광주광역시 남구 송하동 365-1,35.113174,126.871254,2250,682,Y,062-360-5533,,별도 지구지정사항 없음,,,,미적용,,,,,,,광주광역시 남구청,062-607-2941,2017-11-13,3610000,광주광역시 남구,
대촌중앙초등학교,지진대피소,옥외대피소,운동장,광주광역시 남구 고싸움로152번길 1,광주광역시 남구 대촌동 222-1,35.082816,126.833154,1860,564,Y,062-380-7100,,별도 지구지정사항 없음,,,,미적용,,,,,,,광주광역시 남구청,062-607-2941,2017-11-13,3610000,광주광역시 남구,
무학초등학교,지진대피소,옥외대피소,운동장,광주광역시 남구 월지길 7,광주광역시 남구 월성동 306,35.066717,126.804693,4718,1430,Y,062-374-5485,,별도 지구지정사항 없음,,,,미적용,,,,,,,광주광역시 남구청,062-607-2941,2017-11-13,3610000,광주광역시 남구,
대촌중학교,지진대피소,옥외대피소,운동장,광주광역시 남구 고싸움로164번길 28,광주광역시 남구 지석동 268-4,35.085561,126.832329,3378,1023,Y,062-712-3143,,별도 지구지정사항 없음,,,,미적용,,,,,,,광주광역시 남구청,062-607-2941,2017-11-13,3610000,광주광역시 남구,
서광중학교,지진대피소,옥외대피소,운동장,광주광역시 남구 진다리로24번길 13,광주광역시 남구 백운동 614-1,35.136304,126.904892,7001,2121,Y,062-652-0971,,별도 지구지정사항 없음,,,,미적용,,,,,,,광주광역시 남구청,062-607-2941,2017-11-13,3610000,광주광역시 남구,
효덕초등학교,지진대피소,옥외대피소,운동장,광주광역시 남구 화산로 7,광주광역시 남구 진월동 505,35.113084,126.897594,3730,1130,Y,062-650-1104,,별도 지구지정사항 없음,,,,미적용,,,,,,,광주광역시 남구청,062-607-2941,2017-11-13,3610000,광주광역시 남구,
동아여자중학교,지진대피소,옥외대피소,운동장,광주광역시 남구 오방로 16-10,광주광역시 남구 봉선동 11,35.125241,126.921480,5600,1696,Y,062-650-1200,,별도 지구지정사항 없음,,,,미적용,,,,,,,광주광역시 남구청,062-607-2941,2017-11-13,3610000,광주광역시 남구,
학강초등학교,지진대피소,옥외대피소,운동장,광주광역시 남구 양림로 92,광주광역시 남구 양림동 10,35.138137,126.918955,11721,3552,Y,062-720-5307,,별도 지구지정사항 없음,,,,미적용,,,,,,,광주광역시 남구청,062-607-2941,2017-11-13,3610000,광주광역시 남구,
대성초등학교,지진대피소,옥외대피소,운동장,광주광역시 남구 서동로2번길 8,광주광역시 남구 사직동 55-2,35.144694,126.905374,1817,1817,Y,062-650-3902,,별도 지구지정사항 없음,,,,미적용,,,,,,,광주광역시 남구청,062-607-2941,2017-11-13,3610000,광주광역시 남구,
주전초등학교 운동장,지진해일대피소,옥외대피소,운동장,울산광역시 동구 동해안로 575,울산광역시 동구 주전동 277,35.557972,129.456933,3250,984,Y,052-252-9293,,주전지구,87,300,203,미적용,,90,18,3,2,16,안전관리과,052-209-3688,2018-06-30,3710000,울산광역시 동구,
고늘마을 현대주차장 옆 공터,지진해일대피소,옥외대피소,기타,울산광역시 동구 일산동 305-4,울산광역시 동구 일산동 305-4,35.501585,129.434506,1000,300,Y,052-209-3688,,일산지구,312,535,596,미적용,,160,28,3,3,27,안전관리과,052-209-3688,2018-06-30,3710000,울산광역시 동구,
일산지공영주차장,지진해일대피소,옥외대피소,기타,울산광역시 동구 일산동 963,울산광역시 동구 일산동 963,35.494041,129.428733,6100,1848,Y,052-209-3688,,일산지구,4,535,5,미적용,,230,17,3,3,27,안전관리과,052-209-3688,2018-06-30,3710000,울산광역시 동구,
대왕암 앞 공영주차장,지진해일대피소,옥외대피소,기타,울산광역시 동구 등대로 95,울산광역시 동구 일산동 901-8,35.491111,129.433631,4900,1484,Y,052-209-3688,,일산지구,4,535,5,미적용,,170,28,3,3,27,안전관리과,052-209-3688,2018-06-30,3710000,울산광역시 동구,
성끝마을 수협위판장 뒤 야산,지진해일대피소,옥외대피소,기타,울산광역시 동구 방어동 18-32,울산광역시 동구 방어동 18-32,35.484093,129.432093,1000,300,Y,052-209-3688,,방어지구,113,1614,320,미적용,,150,18,4,3,33,안전관리과,052-209-3688,2018-06-30,3710000,울산광역시 동구,
방어진초등학교 운동장,지진해일대피소,옥외대피소,운동장,울산광역시 동구 꽃바위로 341,울산광역시 동구 방어동 146,35.487329,129.424766,3760,1139,Y,052-251-2052,,방어지구,266,1614,957,미적용,,500,17,4,3,33,안전관리과,052-209-3688,2018-06-30,3710000,울산광역시 동구,
화암초등학교 운동장,지진해일대피소,옥외대피소,운동장,울산광역시 동구 화문로 55,울산광역시 동구 방어동 1150,35.484214,129.415671,5870,1778,Y,052-201-9594,,방어지구,94,1614,337,미적용,,300,21,4,3,33,안전관리과,052-209-3688,2018-06-30,3710000,울산광역시 동구,
주전 커피나뜨래 뒤 야산,지진해일대피소,옥외대피소,기타,울산광역시 동구 주전동 14,울산광역시 동구 주전동 14,35.566764,129.452931,1000,300,Y,052-209-3688,,주전지구,45,300,97,미적용,,200,18,3,2,16,안전관리과,052-209-3688,2018-06-30,3710000,울산광역시 동구,
서동공원 서문주차장,지진대피소,옥외대피소,기타,,충청남도 부여군 부여읍 동남리 172-1,36.271127,126.909818,13736,4000,Y,041-830-2630,화장실,별도 지구지정사항 없음,,,,미적용,,,,0,0,0,충청남도 부여군청,041-830-2630,2017-11-14,4570000,충청남도 부여군,
부여 종합운동장,지진대피소,옥외대피소,체육관,충청남도 부여군 규암면 호수로 82,,36.278169,126.864491,20000,6000,Y,041-835-7032,화장실,별도 지구지정사항 없음,,,,적용,,,,0,0,0,충청남도 부여군청,041-830-2062,2017-11-14,4570000,충청남도 부여군,
서울녹번초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 녹번로1길 1,,37.6045850145,126.925745714,2700,818,Y,02-386-0752,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
서울은평초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 은평로 239,,37.6023050266,126.934032932,5400,1636,Y,02-355-6707,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
새록공원,지진대피소,옥외대피소,공원,서울특별시 은평구 은평로 13길 35,,37.6039351073,126.923870994,956,290,Y,02-351-5022,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
녹번동마을마당,지진대피소,옥외대피소,공원,서울특별시 은평구 녹번동 104-7,,37.6061106506,126.927615088,754,228,Y,02-351-5022,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
은평평화공원,지진대피소,옥외대피소,공원,서울특별시 은평구 녹번동 153-1,,37.6057149422,126.923067374,5700,1727,Y,02-351-5022,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
불광초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 불광로 51,,37.6134285464,126.930720412,4896,1483,Y,02-355-5637,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
은혜초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 통일로 78가길 20,,37.6177585019,126.927399916,2800,848,Y,02-355-3912,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
불광어린이공원,지진대피소,옥외대피소,공원,서울특별시 은평구 불광동 236-5,,37.616380614,126.931456165,496,150,Y,02-351-5042,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
요산공원,지진대피소,옥외대피소,공원,서울특별시 은평구 불광동 13-33,,37.6183780098,126.932858863,805,244,Y,02-351-5042,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
연신어린이공원,지진대피소,옥외대피소,공원,서울특별시 은평구 통일로78길 31,,37.619299634,126.925223632,1236,374,Y,02-351-5042,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
세명컴퓨터고등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 통일로92가길 33,,37.6277712478,126.923248555,2260,684,Y,02-354-6459,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
연광초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 연서로35길 37,,37.623648761,126.923909798,3390,1027,Y,02-353-4800,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
연신중학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 연서로33길 16-32,,37.6235408845,126.924285986,5635,1707,Y,02-383-7836,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
연신초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 연서로 347,,37.6260586115,126.92774981,3926,1190,Y,02-385-2613,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
불광중학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 불광로 180,,37.6232032816,126.932129557,6985,2120,Y,02-385-8356,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
박석공원,지진대피소,옥외대피소,공원,서울특별시 은평구 갈현동 416-3,,37.6251444456,126.918579633,856.9,259,Y,02-351-5113,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
갈곡리공원,지진대피소,옥외대피소,공원,서울특별시 은평구 갈현동 436-51,,37.6239608567,126.916442252,1738.7,526,Y,02-351-5113,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
서갈현공원,지진대피소,옥외대피소,공원,서울특별시 은평구 갈현동 434-38,,37.6215024891,126.915774425,1532.2,464,Y,02-351-5113,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
연신내물빛공원,지진대피소,옥외대피소,공원,서울특별시 은평구 갈현동 397,,37.6189327836,126.920851797,2051,621,Y,02-351-5113,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
앵봉산 주민쉼터,지진대피소,옥외대피소,공원,서울특별시 은평구 갈현동 산49-22,,37.6243867006,126.912273154,500,151,Y,02-351-5113,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
길마공원,지진대피소,옥외대피소,공원,서울특별시 은평구 갈현동 474-1,,37.6147199037,126.915845503,1596,483,Y,02-351-5133,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
좌월공원,지진대피소,옥외대피소,공원,서울특별시 은평구 갈현동 513-1,,37.6173201286,126.913318983,1398,424,Y,02-3159-4603,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
궁말공원,지진대피소,옥외대피소,공원,서울특별시 은평구 갈현동 327-21,,37.6169059964,126.908960973,1190,361,Y,02-3159-4603,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
갈현초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 연서로29길 31,,37.6197804459,126.916682534,8552,2592,Y,02-355-8971,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
구산초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 서오릉로15길 16,,37.6127509598,126.909378305,8588,2602,Y,02-387-7487,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
구산중학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 갈현로15길 20-23,,37.6098714856,126.909490524,4680,1418,Y,02-389-8785,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
은평중학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 갈현로17나길 12-1,,37.6106346425,126.90834797,6612,2003,Y,02-382-3541,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
은평고등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 갈현로15길 51,,37.6091514169,126.905808356,1350,409,Y,02-383-0872,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
서울대은초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 통일로69길 12-15,,37.6123660361,126.925869359,3127,947,Y,02-388-0836,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
서울대조초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 연서로18길 17,,37.6135798657,126.919303525,4060,1230,Y,02-387-4600,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
서울동명여자고등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 통일로 793,,37.6144774139,126.925015527,7721,2340,Y,02-351-5192,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
대조공원,지진대피소,옥외대피소,공원,서울특별시 은평구 연서로22길 9-30,,37.6153712148,126.919573423,4176,1265,Y,02-351-5192,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
은명초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 은평로4길 21-9,,37.5976784907,126.918274389,14555.4,4410,Y,02-359-9517,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
신진자동차고등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 응암동 114-1,,37.5983740896,126.918323453,11737.9,3556,Y,02-355-9487,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
응암공원,지진대피소,옥외대피소,공원,서울특별시 은평구 은평로11길 10,,37.6017220543,126.923528989,992.1,300,Y,02-351-5232,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
포수동 공원,지진대피소,옥외대피소,공원,서울특별시 은평구 응암동 115-25,,37.5981297799,126.919428922,987.8,299,Y,02-351-5232,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
응암1마을마당,지진대피소,옥외대피소,공원,서울특별시 은평구 백련산로 177-21,,37.6000946581,126.926031014,635.3,192,Y,02-351-5232,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
영락중학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 응암동 226-13,,37.5965370776,126.925287182,4983,1510,Y,02-388-4033,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
소공원,지진대피소,옥외대피소,공원,서울특별시 은평구 응암동 761-7,,37.5876391707,126.925744436,880.8,266,Y,02-351-5245,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
응암2동 마을마당,지진대피소,옥외대피소,공원,서울특별시 은평구 응암동 427-77,,,,632,191,Y,02-351-5245,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
응암9어린이공원,지진대피소,옥외대피소,공원,서울특별시 은평구 응암동 761-9,,37.587049998,126.923050357,2244.3,680,Y,02-351-5245,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
연은초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 백련산로2길 35,,37.5905111346,126.925112043,10568,3202,Y,02-302-2999,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
은평문화예술정보학교  운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 가좌로 208,,37.5891738499,126.919320824,1000,303,Y,02-3152-5703,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
충암초중고등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 가좌로5길 5,,37.5846417285,126.921807443,9300,2818,Y,02-305-5776,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
응암초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 가좌로6길 20,,37.5887537329,126.921617455,2000,606,Y,02-303-3044,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
참다래공원,지진대피소,옥외대피소,공원,서울특별시 은평구 응암동 120-22,,37.595400153,126.917366481,860,260,Y,02-351-5282,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
서문교회 주차장,지진대피소,옥외대피소,기타,서울특별시 은평구 가좌로10길 10,,37.5916299711,126.91675016,425,129,Y,02-375-0025,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
역촌초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 은평로3길 25,,37.601585699,126.913926107,3500,1060,Y,02-359-0170,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
인조유기비공원,지진대피소,옥외대피소,공원,서울특별시 은평구 역촌동 8-11,,37.6086765455,126.916513716,1256,380,Y,02-350-5254,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
역말공원,지진대피소,옥외대피소,공원,서울특별시 은평구 갈현로14길 32,,37.6069161916,126.914250658,966.3,293,Y,02-350-5254,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
연서공원,지진대피소,옥외대피소,공원,서울특별시 은평구 연서로6길 8-1,,37.6041392679,126.916663743,956,290,Y,02-350-5254,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
역마을공원,지진대피소,옥외대피소,공원,서울특별시 은평구 역촌동 39-2,,37.601113218,126.918492587,949.1,287,Y,02-350-5254,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
덕산중학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 가좌로 400,,37.6022561347,126.904675548,2644,500,Y,02-3146-7294,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
새락골 어린이공원,지진대피소,옥외대피소,공원,서울특별시 은평구 신사5-21,,37.5989599865,126.911188743,994,301,Y,02-351-5351,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
신흥공원,지진대피소,옥외대피소,공원,서울특별시 은평구 신사31-2,,37.596062898,126.911853477,937,284,Y,02-351-5351,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
서울상신초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 가좌로 361,,37.5975529068,126.904604548,2528,766,Y,02-303-4245,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
서울신사초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 가좌로 275-2,,37.5928338423,126.911984104,4546,1377,Y,02-373-9355,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
서울서신초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 은평터널로 150,,37.5922933307,126.90738311,3358,1017,Y,02-3152-0703,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
상신중학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 증산로15길 61,,37.5897842144,126.906426068,2833,858,Y,02-305-5136,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
예일여자고등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 구산동 8-3,,37.610160519,126.915311542,6569,1990,Y,02-380-0976,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
시루메어린이공원,지진대피소,옥외대피소,공원,서울특별시 은평구 증산로5길 13,,37.5830340957,126.906574905,999.6,303,Y,02-351-5392,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
선정고등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 갈현2동 227-5,,37.6181059852,126.908796403,1031,312,Y,02-3156-1720,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
분토골 공원,지진대피소,옥외대피소,공원,서울특별시 은평구 증산동 163-34,,37.5867609511,126.911710467,996,302,Y,02-351-5394,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
증산중학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 증산동 산24-4,,37.5834609815,126.904097211,3780,1145,Y,02-303-9293,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
증산초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 증산서길 61,,37.5825637366,126.904274977,15734,4768,Y,02-373-6305,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
수색초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 수색로16길 21,,37.5851732294,126.896011228,2940,890,Y,02-372-7705,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
신도초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 진관1로 77-23,,37.6329394194,126.929197802,1583,480,Y,02-352-3692,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
은빛초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 진관3로 73-17,,37.6426599474,126.919081725,1512,458,Y,02-388-4924,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
은진초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 진관1로 21-20,,37.6330423305,126.920995442,2000,606,Y,02-351-3691,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
진관초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 진관4로 78-16,,37.6454342865,126.92921767,1830,555,Y,02-386-3347,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
진관중학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 진관4로 36,,37.6442572589,126.925728902,1960,594,Y,02-383-5379,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
금암문화공원(은평뉴타운 제1호 문화공원),지진대피소,옥외대피소,공원,서울특별시 은평구 진관동 53-5,,37.6443854959,126.918014757,6587.1,1996,Y,02-351-5463,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
기자촌 근린 공원,지진대피소,옥외대피소,공원,서울특별시 은평구 진관동 산 106-17,,37.6353357088,126.934878375,128953.,39076,Y,02-351-5463,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
서울은평초등학교 강당,지진대피소,실내대피소,체육관,서울특별시 은평구 은평로 239,,37.6023050266,126.934032932,983.15,297,Y,02-355-6707,,은평구,,,,적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
수리초등학교 교사동,지진대피소,실내대피소,학교,서울특별시 은평구 불광로 14길 10-10,,37.62030683,126.934112177,11537,3496,Y,02-354-9400,,은평구,,,,적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
연신중학교 체육관,지진대피소,실내대피소,체육관,서울특별시 은평구 연서로 33길 16-32,,37.6235408845,126.924285986,808,245,Y,02-383-7836,,은평구,,,,적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
연천중학교 체육관,지진대피소,실내대피소,체육관,서울특별시 은평구 연서로 41길 30,,37.6275458426,126.925818035,998,302,Y,02-354-0514,,은평구,,,,적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
서광교회,지진대피소,실내대피소,기타,서울특별시 은평구 통일로 951,,37.6277469103,126.919183991,1167,354,Y,02-387-0691,,은평구,,,,적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
구산초등학교 체육관,지진대피소,실내대피소,체육관,서울특별시 은평구 서오릉로 15길 16,,37.6127509598,126.909378305,1726,523,Y,02-356-9693,,은평구,,,,적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
은평중학교 체육관,지진대피소,실내대피소,체육관,서울특별시 은평구 갈현로17나길 12-1,,37.6106346425,126.90834797,1151,349,Y,02-382-3545,,은평구,,,,적용,,,,,,,서울특별시 은평구청,,2018-04-03,3110000,서울특별시 은평구,
