주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명,
140-2-000005,도시철도 부산대역 북측,공영,노외,부산광역시 금정구 장전온천천로 48 (부곡동),부산광역시 금정구 부곡동 399,249,2,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,300,10,300,,8000,90000,신용카드,직영,부산시설공단,051-860-7707,35.2296175996,129.089341092,2018-08-20,B552587,부산시설공단,
140-2-000006,도시철도 장전역,공영,노외,부산광역시 금정구 장전온천천로 144 (장전동),부산광역시 금정구 장전1동 242,192,2,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,300,10,300,,8000,90000,신용카드,직영,부산시설공단,051-860-7709,35.2380909507,129.088148147,2018-08-20,B552587,부산시설공단,
140-2-000007,도시철도 부산대역 남측,공영,노외,,부산광역시 금정구 부곡동 441-27,233,2,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,300,10,300,,8000,90000,신용카드,직영,부산시설공단,051-860-7701,35.2278639274,129.089239007,2018-08-20,B552587,부산시설공단,
140-2-000008,도시철도 남산역,공영,노외,부산광역시 금정구 중앙대로 2030 (남산동),부산광역시 금정구 남산동 893-8,210,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,200,10,200,,4700,50000,신용카드,직영,부산시설공단,051-860-7712,35.2654641243,129.092735687,2018-08-20,B552587,부산시설공단,
140-2-000009,도시철도 노포역,공영,노외,부산광역시 금정구 중앙대로 2238 (노포동),부산광역시 금정구 노포동 133,394,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,200,10,200,,4700,50000,신용카드,직영,부산시설공단,051-860-7704,35.2846865668,129.09548117,2018-08-20,B552587,부산시설공단,
143-2-000001,수변공원,공영,노외,부산광역시 수영구 민락수변로 95 (민락동),부산광역시 수영구 민락동 110-27,102,2,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,300,10,300,,8000,0,신용카드,직영,부산시설공단,051-860-7717,35.1547365375,129.131068274,2018-08-20,B552587,부산시설공단,
143-2-000002,광안해수월드 옆,공영,노외,부산광역시 수영구 광안해변로370번길 9-23 (민락동),부산광역시 수영구 민락동 110-15,94,2,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,300,10,300,,8000,90000,신용카드,직영,부산시설공단,051-860-7716,35.1563597578,129.13407324,2018-08-20,B552587,부산시설공단,
144-1-000002,서부터미널,공영,노상,부산광역시 사상구 광장로 83 (괘법동),부산광역시 사상구 괘법동 572-1도,136,2,요일제,평일+토요일+공휴일,10:00,21:00,10:00,21:00,10:00,18:00,유료,10,300,10,300,,8000,90000,모바일,직영,부산시설공단,051-860-7701,35.1623003787,128.985939625,2018-08-20,B552587,부산시설공단,
144-2-000001,사상역 광장,공영,노외,부산광역시 사상구 광장로 83 (괘법동),부산광역시 사상구 괘법동 572-1도,360,2,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,300,10,300,,8000,0,신용카드,직영,부산시설공단,051-860-7705,35.1623003787,128.985939625,2018-08-20,B552587,부산시설공단,
144-2-000003,덕포공영,공영,노외,부산광역시 사상구 삼덕로45번길 23 (덕포동),부산광역시 사상구 덕포2동 393-6,128,4,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,100,10,100,,2400,30000,모바일,직영,부산시설공단,051-860-7701,35.1751703524,128.981906371,2018-08-20,B552587,부산시설공단,
144-2-000004,학장천 복개,공영,노외,부산광역시 사상구 가야대로 309 (주례동),부산광역시 사상구 주례3동 1233-7,275,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,200,10,200,,4700,50000,신용카드,직영,부산시설공단,051-860-7711,35.1510331394,129.006434014,2018-08-20,B552587,부산시설공단,
144-2-000006,도시철도 냉정역,공영,노외,부산광역시 사상구 동주로16번길 51-13 (주례동),부산광역시 사상구 주례3동 1233-2,82,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,200,10,200,,4700,50000,모바일,직영,부산시설공단,051-860-7701,35.1475945643,128.998129515,2018-08-20,B552587,부산시설공단,
144-2-000007,삼락천로 공영주차장,공영,노외,부산광역시 사상구 사상로333번길 72 (덕포동),부산광역시 사상구 덕포동 393-2,124,4,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,100,10,100,,2400,30000,모바일,직영,부산시설공단,051-860-7701,35.175063655,128.980055501,2018-08-20,B552587,부산시설공단,
144-2-000008,삼락재첩거리 공영주차장,공영,노외,부산광역시 사상구 낙동대로1518번길 26 (삼락동),부산광역시 사상구 삼락동 71-6번지,127,4,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,100,10,100,,2400,30000,신용카드,직영,부산시설공단,051-301-6485,35.1930746131,128.985441437,2018-08-20,B552587,부산시설공단,
130-2-000002,남항항만부지,공영,노외,,부산광역시 중구 남포동5가 117-5,63,1,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,700,10,700,,21000,0,모바일,직영,부산시설공단,051-231-5223,35.096515573,129.029167117,2018-08-20,B552587,부산시설공단,
134-1-000008,평화시장,공영,노상,,부산광역시 부산진구 범천1동 839-4구,23,1,요일제,평일+토요일+공휴일,08:00,20:00,08:00,20:00,10:00,19:00,유료,10,500,10,500,,0,0,모바일,직영,부산시설공단,051-860-7701,,,2018-08-20,B552587,부산시설공단,
134-1-000009,골드테마거리,공영,노상,,부산광역시 부산진구 범천1동 835-2구,15,1,요일제,평일+토요일+공휴일,08:00,20:00,08:00,20:00,10:00,19:00,유료,10,500,10,500,,0,0,모바일,직영,부산시설공단,051-860-7701,,,2018-08-20,B552587,부산시설공단,
130-1-000001,롯데광복점뒤,공영,노상,,부산광역시 중구 중앙동7가 77-8도,45,2,요일제,평일+토요일+공휴일,08:00,19:00,08:00,19:00,10:00,18:00,유료,10,300,10,300,,8000,90000,현금,민간위탁,부산시설공단,051-860-7701,,,2018-08-20,B552587,부산시설공단,
131-2-000001,중앙공원,공영,노외,,부산광역시 서구 동대신동 2가 98번지외,110,4,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,100,10,100,,2400,30000,모바일,민간위탁,부산시설공단,051-860-7701,35.1130874653,129.027810141,2018-08-20,B552587,부산시설공단,
131-2-000002,동대신동 공영,공영,노외,부산광역시 서구 보동길 380 (동대신동),부산광역시 서구 동대신3가 258-252,30,4,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,100,10,100,,2400,30000,현금,민간위탁,부산시설공단,051-860-7701,35.1165642732,129.020144443,2018-08-20,B552587,부산시설공단,
132-1-000001,범일고가,공영,노상,,부산광역시 동구 범일2동 252-1853,21,1,요일제,평일+토요일,08:00,19:00,08:00,15:00,00:00,00:00,유료,10,500,10,500,,0,0,모바일,민간위탁,부산시설공단,051-860-7701,35.1346786507,129.060759573,2018-08-20,B552587,부산시설공단,
132-1-000002,화신칼라앞,공영,노상,,부산광역시 동구 범일동 830-15,48,1,요일제,평일+토요일+공휴일,08:00,20:00,08:00,20:00,10:00,19:00,유료,10,500,10,500,,0,0,현금,민간위탁,부산시설공단,051-860-7701,35.1394572824,129.062521242,2018-08-20,B552587,부산시설공단,
132-2-000003,수정초등공영,공영,노외,부산광역시 동구 진성로 29  (수정동),부산광역시 동구 수정동 464-2,54,4,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,100,10,100,,2400,30000,모바일,민간위탁,부산시설공단,051-860-7701,35.1312649832,129.046729135,2018-08-20,B552587,부산시설공단,
132-2-000004,수성초등학교 지하공영,공영,노외,부산광역시 동구 망양로 807 (수정동),부산광역시 동구 수정동 488-3,54,4,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,100,10,100,,2400,30000,모바일,민간위탁,부산시설공단,051-860-7701,35.134551594,129.042721824,2018-08-20,B552587,부산시설공단,
132-2-000005,범일초등공영,공영,노외,부산광역시 동구 증산서로 55 (범일동),부산광역시 동구 범일4동 1411-3,91,4,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,100,10,100,,2400,30000,모바일,민간위탁,부산시설공단,051-860-7701,35.1395711632,129.049653428,2018-08-20,B552587,부산시설공단,
133-1-000001,부산대교밑,공영,노상,,부산광역시 영도구 봉래동1가 134-1도,87,2,요일제,평일+토요일,08:00,19:00,08:00,15:00,00:00,00:00,유료,10,300,10,300,,8000,90000,현금,민간위탁,부산시설공단,051-860-7701,,,2018-08-20,B552587,부산시설공단,
133-2-000002,신선3동 공영,공영,노외,부산광역시 영도구 영마루길 143  (신선동),부산광역시 영도구 신선동3가 112-255,85,4,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,100,10,100,,2400,30000,모바일,민간위탁,부산시설공단,051-860-7701,35.0806551579,129.046090867,2018-08-20,B552587,부산시설공단,
134-1-000001,메가박스서면점앞,공영,노상,,부산광역시 부산진구 부전2동 575천,26,1,요일제,평일+토요일+공휴일,09:00,21:00,09:00,21:00,10:00,19:00,유료,10,700,10,700,,0,0,현금,민간위탁,부산시설공단,051-860-7701,35.1505225778,129.058977881,2018-08-20,B552587,부산시설공단,
134-1-000002,부암로타리,공영,노상,,부산광역시 부산진구 부암1동 17-1도,27,3,요일제,평일+토요일,08:00,19:00,08:00,15:00,00:00,00:00,유료,10,200,10,200,,4700,50000,현금,민간위탁,부산시설공단,051-860-7701,,,2018-08-20,B552587,부산시설공단,
134-1-000003,부전복개도로,공영,노상,,부산광역시 부산진구 부전2동 575천,20,1,요일제,평일+토요일+공휴일,09:00,21:00,09:00,21:00,10:00,19:00,유료,10,700,10,700,,0,0,현금,민간위탁,부산시설공단,051-860-7701,35.1505225778,129.058977881,2018-08-20,B552587,부산시설공단,
134-1-000004,시민장례식장앞,공영,노상,,부산광역시 부산진구 범천동 839-5,12,1,요일제,평일+토요일+공휴일,08:00,20:00,08:00,20:00,10:00,19:00,유료,10,500,10,500,,0,0,현금,민간위탁,부산시설공단,051-860-7701,35.1416975571,129.062204767,2018-08-20,B552587,부산시설공단,
134-1-000005,적십자회관,공영,노상,,부산광역시 부산진구 전포동 산4,51,2,요일제,평일+토요일,08:00,19:00,08:00,15:00,00:00,00:00,유료,10,300,10,300,,8000,90000,현금,민간위탁,부산시설공단,051-860-7701,35.1610952828,129.075853808,2018-08-20,B552587,부산시설공단,
134-1-000008,네오스포밑,공영,노상,부산광역시 부산진구 신천대로 98 (부전동),부산광역시 부산진구 부전 560-5천,38,2,요일제,평일+토요일,08:00,19:00,08:00,15:00,00:00,00:00,유료,10,300,10,300,,8000,90000,현금,민간위탁,부산시설공단,051-860-7701,35.1519498555,129.055379843,2018-08-20,B552587,부산시설공단,
134-2-000006,개성동천,공영,노외,부산광역시 부산진구 신천대로165번길 23 (부전동),부산광역시 부산진구 부전동 673,46,3,요일제,평일+토요일,08:00,19:00,08:00,15:00,00:00,00:00,유료,10,200,10,200,,4700,50000,모바일,민간위탁,부산시설공단,051-860-7701,35.15577311,129.050138884,2018-08-20,B552587,부산시설공단,
134-2-000007,부산도시공사옆,공영,노외,부산광역시 부산진구 신천대로 88-1 (부전동),부산광역시 부산진구 부전동 560-5천,132,3,요일제,평일+토요일,08:00,19:00,08:00,15:00,00:00,00:00,유료,10,200,10,200,,4700,50000,모바일,민간위탁,부산시설공단,051-860-7701,35.1513095843,129.056149342,2018-08-20,B552587,부산시설공단,
135-2-000004,수안동 주차빌딩,공영,노외,부산광역시 동래구 충렬대로218번길 15 (수안동),부산광역시 동래구 수안동 3-3,78,2,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,300,10,300,,8000,90000,모바일,민간위탁,부산시설공단,051-860-7701,35.2011558467,129.083477922,2018-08-20,B552587,부산시설공단,
137-1-000001,구포대교밑,공영,노상,,부산광역시 북구 구포동 1052-12,77,4,요일제,평일+토요일,08:00,19:00,08:00,15:00,00:00,00:00,유료,10,100,10,100,,2400,30000,모바일,민간위탁,부산시설공단,051-860-7701,35.2028553898,128.995666272,2018-08-20,B552587,부산시설공단,
137-2-000002,만덕2동사앞,공영,노외,부산광역시 북구 만덕2로 25 (만덕동),부산광역시 북구 만덕2동 783-4,76,4,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,100,10,100,,2400,30000,모바일,민간위탁,부산시설공단,051-860-7701,35.2110929435,129.038010312,2018-08-20,B552587,부산시설공단,
137-2-000003,도시철도 구남역,공영,노외,부산광역시 북구 백양대로1016번길 11 (구포동),부산광역시 북구 구포2동 896,125,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,200,10,200,,4700,50000,모바일,민간위탁,부산시설공단,051-860-7701,35.1963620073,128.995748909,2018-08-20,B552587,부산시설공단,
140-1-000001,금사고가밑,공영,노상,,부산광역시 금정구 금사동 12도,101,4,요일제,평일+토요일,08:00,19:00,08:00,15:00,00:00,00:00,유료,10,100,10,100,,2400,30000,현금,민간위탁,부산시설공단,051-860-7701,35.242568904,129.134761851,2018-08-20,B552587,부산시설공단,
140-1-000002,회동고가밑,공영,노상,,부산광역시 금정구 회동동 158-10도,138,4,요일제,평일+토요일,08:00,19:00,08:00,15:00,00:00,00:00,유료,10,100,10,100,,2400,30000,현금,민간위탁,부산시설공단,051-860-7701,,,2018-08-20,B552587,부산시설공단,
140-2-000003,구서IC 화물주차장,공영,노외,부산광역시 금정구 중앙대로1826번길 63 (구서동),부산광역시 금정구 구서1동 481-3,84,4,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,100,10,100,,2400,30000,모바일,민간위탁,부산시설공단,051-860-7701,35.2496339825,129.094960713,2018-08-20,B552587,부산시설공단,
144-2-000005,주례역주변 복개,공영,노외,부산광역시 사상구 가야대로 309 (주례동),부산광역시 사상구 주례3동 1233-7,87,2,요일제,평일+토요일+공휴일,09:00,20:00,09:00,20:00,10:00,18:00,유료,10,300,10,300,,8000,90000,모바일,민간위탁,부산시설공단,051-860-7701,35.1510331394,129.006434014,2018-08-20,B552587,부산시설공단,
130-2-000004,광일초등공영,공영,노외,부산광역시 중구 중구로 74 (대청동),부산광역시 중구 대청동4가 95,56,1,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,500,10,500,,15000,0,현금,민간위탁,부산시설공단,051-860-7701,35.1040052539,129.029865993,2018-08-20,B552587,부산시설공단,
132-1-000006,자유시장,공영,노상,,부산광역시 동구 범일동 839-4구,32,1,요일제,평일+토요일+공휴일,08:00,20:00,08:00,20:00,10:00,19:00,유료,10,500,10,500,,0,0,현금,민간위탁,부산시설공단,051-860-7701,,,2018-08-20,B552587,부산시설공단,
134-1-000008,부전시장 앞,공영,노상,부산광역시 부산진구 성지로104번길 94-19,부산광역시 부산진구 부전 1동 573-1,48,1,요일제,평일+토요일+공휴일,07:00,18:00,07:00,18:00,07:00,18:00,유료,10,700,10,700,,0,0,현금,민간위탁,부산시설공단,051-860-7701,35.1821908229,129.055074325,2018-08-20,B552587,부산시설공단,
134-2-000009,부전역 공영,공영,노외,부산광역시 부산진구 부전1동 46,부산광역시 부산진구 부전 1동 46,135,1,요일제,평일+토요일+공휴일,07:00,18:00,07:00,18:00,07:00,18:00,유료,10,700,10,700,,21000,220000,현금,민간위탁,부산시설공단,051-860-7701,35.1635628968,129.061808642,2018-08-20,B552587,부산시설공단,
134-1-000010,서면시장 앞,공영,노상,,부산광역시 부산진구 부전 2동 575천,51,1,요일제,평일+토요일+공휴일,09:00,21:00,09:00,21:00,09:00,19:00,유료,10,700,10,700,,0,0,현금,민간위탁,부산시설공단,051-860-7701,35.1505225778,129.058977881,2018-08-20,B552587,부산시설공단,
138-2-000013,반송시장 1번,공영,노외,,부산광역시 해운대구 반송동 756-239,137,4,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,100,10,100,,2400,30000,현금,민간위탁,부산시설공단,051-860-7701,35.2329221784,129.155754397,2018-08-20,B552587,부산시설공단,
138-2-000014,반송시장 2번,공영,노외,,부산광역시 해운대구 반송동 756-239,69,4,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,100,10,100,,2400,30000,현금,민간위탁,부산시설공단,051-860-7701,35.2329221784,129.155754397,2018-08-20,B552587,부산시설공단,
193-1-000025,삼산노상공영주차장,공영,노상,울산광역시 남구 왕생로66번길외,울산광역시 남구 달동 1362-1,370,1,요일제,평일+토요일+공휴일,14:00,21:30,14:00,21:30,00:00,23:59,혼합,30,500,10,200,24,,,현금,,울산광역시 남구도시관리공단,052-226-0943,35.5392461,129.3291891,2018-08-28,B551974,울산광역시남구도시관리공단,
193-3-000023,고래박물관 부설,공영,부설,울산광역시 남구 장생포고래로 250,울산광역시 남구 매암동 139-29,219,1,요일제,평일+토요일+공휴일,10:30,18:00,09:00,18:00,09:00,18:00,혼합,30,500,10,200,24,,,현금,,울산광역시 남구도시관리공단,052-226-0944,35.502732,129.3793089,2018-08-28,B551974,울산광역시남구도시관리공단,
193-3-000022,남구청 부설,공영,부설,울산광역시 남구 돋질로 233 남구청,울산광역시 남구 달동 1320-1,206,1,요일제,평일+토요일+공휴일,09:00,19:00,09:00,18:00,09:00,18:00,혼합,30,500,10,200,24,,,현금,,울산광역시 남구도시관리공단,052-226-0944,35.5437339,129.3279213,2018-08-28,B551974,울산광역시남구도시관리공단,
193-2-000021,삼호연안다목적광장,공영,노외,울산광역시 남구 무거동 105-1,울산광역시 남구 무거동 105-1,175,1,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,23:59,무료,30,500,10,200,24,,,,,울산광역시 남구도시관리공단,052-226-0943,35.5523676,129.2732763,2018-08-28,B551974,울산광역시남구도시관리공단,
193-1-000020,여천천2,공영,노상,울산광역시 남구 두왕로 322,울산광역시 남구 신정동 1097-9,66,1,요일제,평일+토요일+공휴일,11:00,21:00,11:00,21:00,00:00,23:59,혼합,30,500,10,200,24,,,현금,,울산광역시 남구도시관리공단,052-226-0944,35.5312471,129.3061052,2018-08-28,B551974,울산광역시남구도시관리공단,
193-2-000019,공구월드옆,공영,노외,울산광역시 남구 갈밭로 16,울산광역시 남구 삼산동 1591-3,80,1,요일제,평일,09:30,17:00,00:00,00:00,00:00,23:59,혼합,30,500,10,200,24,,,현금,,울산광역시 남구도시관리공단,052-226-0943,35.5358758,129.3400962,2018-08-28,B551974,울산광역시남구도시관리공단,
193-1-000018,어은로 노상,공영,노상,울산광역시 남구 어은로 13-1,울산광역시 남구 무거동 1162-7,33,1,요일제,평일,10:30,18:00,00:00,00:00,00:00,23:59,혼합,30,500,10,200,24,,,현금,,울산광역시 남구도시관리공단,052-226-0943,35.5505639,129.2712483,2018-08-28,B551974,울산광역시남구도시관리공단,
193-2-000017,여천천,공영,노외,울산광역시 남구 두왕로 318,울산광역시 남구 신정동 1820-1,40,1,요일제,평일+토요일+공휴일,09:00,00:00,09:00,00:00,00:00,23:59,혼합,30,500,10,200,24,10000,,현금,,울산광역시 남구도시관리공단,052-226-0944,35.5306661,129.3064056,2018-08-28,B551974,울산광역시남구도시관리공단,
193-1-000016,공구상가앞,공영,노상,울산광역시 남구 갈밭로 24,울산광역시 남구 삼산동1591-4,60,1,요일제,평일,09:30,17:00,00:00,00:00,00:00,23:59,혼합,30,500,10,200,24,,,현금,,울산광역시 남구도시관리공단,052-226-0943,35.5357927,129.3406804,2018-08-28,B551974,울산광역시남구도시관리공단,
193-1-000015,팔등로,공영,노상,울산광역시 남구 팔등로 28,울산광역시 남구 신정1동 549,42,1,요일제,평일,11:30,19:00,00:00,00:00,00:00,23:59,혼합,30,500,10,200,24,,,현금,,울산광역시 남구도시관리공단,052-226-0943,35.5442311,129.3074519,2018-08-28,B551974,울산광역시남구도시관리공단,
193-1-000014,신정시장 앞,공영,노상,울산광역시 남구 월평로37번길 5,울산광역시 남구 신정1동 633,43,1,요일제,평일+토요일,11:30,19:00,11:30,19:00,00:00,23:59,혼합,30,500,10,200,24,,,현금,,울산광역시 남구도시관리공단,052-226-0943,35.5417178,129.3070747,2018-08-28,B551974,울산광역시남구도시관리공단,
193-2-000013,신정동 지하,공영,노외,울산광역시 남구 신정3동 517,울산광역시 남구 신정3동 517,139,1,요일제,평일+공휴일,10:00,18:00,00:00,00:00,10:00,18:00,혼합,30,500,10,200,24,,,현금,,울산광역시 남구도시관리공단,052-226-0943,35.5448265,129.3079027,2018-08-28,B551974,울산광역시남구도시관리공단,
193-2-000012,무거섬들공원,공영,노외,울산광역시 남구 옥현로 69,울산광역시 남구 무거동 629-22,47,1,요일제,평일+공휴일,09:00,00:00,09:00,00:00,09:00,23:59,혼합,30,500,10,200,24,,,현금,,울산광역시 남구도시관리공단,052-226-0944,35.5427092,129.2589693,2018-08-28,B551974,울산광역시남구도시관리공단,
193-2-000024,옥동구법원부지,공영,노외,울산광역시 남구 법대로 14번길 37,울산광역시 남구 옥동 635-3외 4필지,330,1,요일제,평일,10:30,18:00,00:00,00:00,00:00,23:59,혼합,30,500,10,200,24,,,현금,,울산광역시 남구도시관리공단,052-226-0944,35.5380616,129.2854475,2018-08-28,B551974,울산광역시남구도시관리공단,
193-2-000011,야음,공영,노외,울산광역시 남구 신선로 190,울산광역시 남구 야음동 388-1,103,1,요일제,평일+토요일,08:00,23:00,00:00,00:00,00:00,23:59,혼합,30,500,10,200,24,,,현금,,울산광역시 남구도시관리공단,052-226-0943,35.5224028,129.3310266,2018-08-28,B551974,울산광역시남구도시관리공단,
193-2-000010,신정 1동,공영,노외,울산광역시 남구 월평로 25,울산광역시 남구 신정1동 635-6,113,1,요일제,평일+토요일,09:00,00:00,09:00,00:00,09:00,23:59,혼합,30,500,10,200,24,,,현금,,울산광역시 남구도시관리공단,052-226-0943,35.5414452,129.3061208,2018-08-28,B551974,울산광역시남구도시관리공단,
193-2-000009,신정 3동,공영,노외,울산광역시 남구 신정3동 501-10,울산광역시 남구 신정3동 501-10,42,1,요일제,평일+공휴일,11:30,19:00,00:00,00:00,00:00,23:59,혼합,30,500,10,200,24,,,현금,,울산광역시 남구도시관리공단,052-226-0943,35.5443546,129.3111747,2018-08-28,B551974,울산광역시남구도시관리공단,
193-2-000008,보람병원 앞,공영,노외,울산광역시 남구 화합로 214,울산광역시 남구 삼산동 1544-1,155,1,요일제,평일+토요일,08:00,23:00,08:30,16:00,00:00,23:59,혼합,30,500,10,200,24,,,현금,,울산광역시 남구도시관리공단,052-226-0944,35.5435862,129.3376795,2018-08-28,B551974,울산광역시남구도시관리공단,
193-2-000007,울산병원 앞,공영,노외,울산광역시 남구 신정동 34-80,울산광역시 남구 신정동 34-80,98,1,요일제,평일+토요일,08:00,23:00,00:00,00:00,00:00,23:59,혼합,30,500,10,200,24,,,현금,,울산광역시 남구도시관리공단,052-226-0944,35.5465623,129.3213589,2018-08-28,B551974,울산광역시남구도시관리공단,
193-2-000006,번영교밑,공영,노외,울산광역시 남구 삼산동 34-1,울산광역시 남구 삼산동 34-1,71,1,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,23:59,무료,30,500,10,200,24,,,,,울산광역시 남구도시관리공단,052-226-0943,35.5437472,129.3542381,2018-08-28,B551974,울산광역시남구도시관리공단,
193-2-000004,평창현대앞,공영,노외,울산광역시 남구 삼산동 1572,울산광역시 남구 삼산동 1572,240,1,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,23:59,유료,30,500,10,200,24,,,현금,,울산광역시 남구도시관리공단,052-226-0944,35.5415336,129.3348687,2018-08-28,B551974,울산광역시남구도시관리공단,
193-2-000003,태화강둔치,공영,노외,울산광역시 남구 신정동 1513,울산광역시 남구 신정동 1513,248,1,요일제,평일+공휴일,07:00,22:00,00:00,00:00,07:00,22:00,혼합,30,500,10,200,24,,,현금,,울산광역시 남구도시관리공단,052-226-0944,35.5503606,129.3053139,2018-08-28,B551974,울산광역시남구도시관리공단,
193-2-000002,삼산동2,공영,노외,울산광역시 남구 삼산로 352번길 9,울산광역시 남구 삼산동 1627-3,167,1,요일제,평일,09:00,17:00,00:00,00:00,00:00,23:59,혼합,30,500,10,200,24,,,현금,,울산광역시 남구도시관리공단,052-226-0944,35.5385557,129.343707,2018-08-28,B551974,울산광역시남구도시관리공단,
193-2-000001,삼산동1,공영,노외,울산광역시 남구 삼산동 1622-2,울산광역시 남구 삼산동 1622-2,120,1,요일제,평일,09:00,17:00,00:00,00:00,00:00,23:59,혼합,30,500,10,200,24,,,현금,,울산광역시 남구도시관리공단,052-226-0944,35.536942,129.3402629,2018-08-28,B551974,울산광역시남구도시관리공단,
193-2-000026,야음장생포동,공영,노외,울산광역시 남구 야음동 366-4번지,울산광역시 남구 야음동 366-4번지,98,1,요일제,평일+토요일+공휴일,10:30,18:00,18:00,00:00,00:00,23:59,혼합,30,500,10,200,24,,,현금,,울산광역시 남구도시관리공단,052-226-0944,35.5194817,129.3355766,2018-08-28,B551974,울산광역시남구도시관리공단,
193-2-000027,왕생이,공영,노외,울산광역시 남구 달동 1345-6번지,울산광역시 남구 달동 1345-6번지,107,1,요일제,평일+토요일,08:00,23:00,08:00,23:00,00:00,23:59,혼합,30,500,10,200,24,,,현금,,울산광역시 남구도시관리공단,052-226-0943,35.540116,129.327437,2018-08-28,B551974,울산광역시남구도시관리공단,
193-2-000028,신정5동,공영,노외,울산광역시 남구 월평로 159번길13,울산광역시 남구 신정동 22-53번지,30,1,요일제,평일+토요일,18:00,00:00,18:00,00:00,00:00,23:59,혼합,30,500,10,200,24,,,,,울산광역시 남구도시관리공단,052-226-0944,35.5459155,129.3197734,2018-08-28,B551974,울산광역시남구도시관리공단,
350-2-000001,대해시장,공영,노외,경상북도 포항시 남구 문예로,경상북도 포항시 남구 해도동,21,2,미시행,평일,12:30,21:30,00:00,00:00,00:00,00:00,유료,20,500,10,200,1440,5000,,"현금, 신용카드","경차, 장애인 차량 50 할인",경상북도 포항시시설관리공단,054-280-9420,36.0188005,129.3685749,2018-06-30,5020000,경상북도 포항시,
350-2-000002,대도,공영,노외,경상북도 포항시 남구 송림로길,경상북도 포항시 남구 대도동,37,2,미시행,평일,11:00,20:00,00:00,00:00,00:00,00:00,유료,20,500,10,200,1440,5000,,"현금, 신용카드","경차, 장애인 차량 50 할인",경상북도 포항시시설관리공단,054-280-9420,36.0150538,129.3611681,2018-06-30,5020000,경상북도 포항시,
350-2-000003,큰동해 시장,공영,노외,경상북도 포항시 남구 중앙로,경상북도 포항시 남구 해도동,40,2,미시행,평일,11:00,20:00,00:00,00:00,00:00,00:00,유료,20,500,10,200,1440,5000,,"현금, 신용카드","경차, 장애인 차량 50 할인",경상북도 포항시시설관리공단,054-280-9420,36.0262006,129.371077,2018-06-30,5020000,경상북도 포항시,
